nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage;cbo;dit;lcom;loc
jgilfelt/chuck;https://github.com/jgilfelt/chuck;4475;4.6;5;28;Java;5.767441860465116;1.3488372093023255;10.278688540000001;1698
nisrulz/android-tips-tricks;https://github.com/nisrulz/android-tips-tricks;4470;5.0;0;19;Java;0.5;0.5;0.25;22
plantuml/plantuml;https://github.com/plantuml/plantuml;4464;10.9;0;150;Java;7.983262325015216;1.5706025562994521;853.4969221190006;184570
spring-projects/spring-security-oauth;https://github.com/spring-projects/spring-security-oauth;4456;10.1;0;467;Java;6.283716283716283;1.6523476523476524;216.27666166799983;35329
pili-engineering/PLDroidPlayer;https://github.com/pili-engineering/PLDroidPlayer;4448;6.3;38;61;Java;4.0;1.2627737226277371;22.022018959999993;5645
gephi/gephi;https://github.com/gephi/gephi;4446;9.9;12;117;Java;4.393449781659388;1.6589519650655022;565.3676316800002;120074
spring-cloud/spring-cloud-netflix;https://github.com/spring-cloud/spring-cloud-netflix;4444;7.2;2;891;Java;7.442105263157894;1.2421052631578948;41.55174034800001;7013
square/android-times-square;https://github.com/square/android-times-square;4443;8.6;0;158;Java;4.36734693877551;1.2040816326530612;7.946247539999999;2296
techGay/v9porn;https://github.com/techGay/v9porn;4437;3.4;9;15;Java;4.9192462987886945;1.339165545087483;118.28257209000002;24718
HotBitmapGG/bilibili-android-client;https://github.com/HotBitmapGG/bilibili-android-client;4412;5.3;1;3;Java;4.9125;1.8142857142857143;254.45334833000024;38892
alibaba/dexposed;https://github.com/alibaba/dexposed;4401;6.2;0;8;Java;2.8378378378378377;1.6486486486486487;13.12266658;2414
hustcc/JS-Sorting-Algorithm;https://github.com/hustcc/JS-Sorting-Algorithm;4399;4.6;0;33;Java;3.3076923076923075;0.9230769230769231;1.2333333999999998;389
castorflex/SmoothProgressBar;https://github.com/castorflex/SmoothProgressBar;4390;7.8;9;30;Java;4.755102040816326;1.2040816326530612;8.101339009999998;2208
flowable/flowable-engine;https://github.com/flowable/flowable-engine;4389;4.9;18;2100;Java;8.642266072565246;1.8390621684701889;2482.5103985860064;516555
auth0/java-jwt;https://github.com/auth0/java-jwt;4387;7.5;29;265;Java;5.818181818181818;1.4805194805194806;26.045330360000005;7953
lingochamp/okdownload;https://github.com/lingochamp/okdownload;4375;3.7;8;42;Java;6.421511627906977;1.2616279069767442;86.96404925;18986
jankotek/mapdb;https://github.com/jankotek/mapdb;4373;9.1;0;119;Java;3.227272727272727;2.015151515151515;38.606148739999995;20198
mcxiaoke/android-volley;https://github.com/mcxiaoke/android-volley;4359;8.3;0;45;Java;5.052631578947368;1.8796992481203008;29.026430442000006;4965
sofastack/sofa-boot;https://github.com/sofastack/sofa-boot;4355;3.4;45;494;Java;5.325635103926097;1.2401847575057736;157.72696135999985;22769
MindorksOpenSource/android-mvp-architecture;https://github.com/MindorksOpenSource/android-mvp-architecture;4340;4.6;0;22;Java;5.775510204081633;1.3741496598639455;38.61425780999999;4049
alibaba/transmittable-thread-local;https://github.com/alibaba/transmittable-thread-local;4320;7.9;43;98;Java;4.882352941176471;1.2352941176470589;18.817013329999998;2943
981011512/--;https://github.com/981011512/--;4318;1.2;0;18;Java;4.382142857142857;1.25;99.99576495000002;26884
puniverse/quasar;https://github.com/puniverse/quasar;4312;8.5;18;67;Java;3.685185185185185;1.5348148148148149;246.05463413700002;52770
baidu/uid-generator;https://github.com/baidu/uid-generator;4311;4.5;0;13;Java;2.769230769230769;1.2307692307692308;11.123358190000001;873
ElderDrivers/EdXposed;https://github.com/ElderDrivers/EdXposed;4295;2.6;27;122;Java;6.1042345276872965;1.6015200868621065;307.5931484200001;71794
mapstruct/mapstruct;https://github.com/mapstruct/mapstruct;4290;9.3;20;862;Java;3.988108720271801;1.162797281993205;1213.9586756999975;77013
firebase/FirebaseUI-Android;https://github.com/firebase/FirebaseUI-Android;4288;6.2;63;788;Java;10.048442906574394;1.986159169550173;93.45287324599994;13744
Ashok-Varma/BottomNavigation;https://github.com/Ashok-Varma/BottomNavigation;4279;5.5;16;32;Java;7.290322580645161;1.3870967741935485;12.97066488;2091
aporter/coursera-android;https://github.com/aporter/coursera-android;4277;7.7;0;36;Java;4.2282430213464695;1.4860426929392447;125.25747696999994;18239
apache/groovy;https://github.com/apache/groovy;4270;6.4;0;1618;Java;5.756027347966895;2.355523569629363;819.9741202889995;187192
LawnchairLauncher/lawnchair;https://github.com/LawnchairLauncher/lawnchair;4268;4.5;29;354;Java;8.497686715135492;1.5247851949768672;495.8816747070003;97250
Jasonchenlijian/FastBle;https://github.com/Jasonchenlijian/FastBle;4268;5.1;8;11;Java;4.339622641509434;1.2830188679245282;15.317633559999999;4708
alipay/SoloPi;https://github.com/alipay/SoloPi;4266;2.5;6;13;Java;4.6342129208371245;1.2047315741583258;193.53457290500006;53275
bingoogolapple/BGARefreshLayout-Android;https://github.com/bingoogolapple/BGARefreshLayout-Android;4244;6.3;4;25;Java;5.116564417177914;1.3987730061349692;26.465759910000003;5450
Tencent/GT;https://github.com/Tencent/GT;4225;5.7;3;5;Java;3.650522317188984;1.2981956315289649;206.37664701100005;56188
jeasonlzy/ImagePicker;https://github.com/jeasonlzy/ImagePicker;4218;5.6;5;33;Java;5.753246753246753;1.4675324675324675;18.126164049999996;3685
apache/hbase;https://github.com/apache/hbase;4195;7.3;11;3674;Java;9.302960620868065;1.5909744179361887;3507.3934858840144;872581
deathmarine/Luyten;https://github.com/deathmarine/Luyten;4193;8.2;17;40;Java;2.330769230769231;1.5307692307692307;27.345509789999998;6750
awsdocs/aws-doc-sdk-examples;https://github.com/awsdocs/aws-doc-sdk-examples;4184;5.1;0;1829;Java;6.53953488372093;1.0316279069767442;149.63679929499986;42395
spring-projects/spring-data-examples;https://github.com/spring-projects/spring-data-examples;4181;7.6;0;177;Java;2.624886741165811;1.0089096949562066;984.9255440499853;51014
roncoo/roncoo-pay;https://github.com/roncoo/roncoo-pay;4178;5.1;0;20;Java;5.151898734177215;1.2860759493670886;147.22200083999994;19910
JanusGraph/janusgraph;https://github.com/JanusGraph/janusgraph;4171;4.7;19;1330;Java;7.281899109792285;1.4937685459940653;453.2621325360003;88650
reactive-streams/reactive-streams-jvm;https://github.com/reactive-streams/reactive-streams-jvm;4160;7.5;0;278;Java;3.1044444444444443;1.2777777777777777;42.21901483;15248
yasserg/crawler4j;https://github.com/yasserg/crawler4j;4159;9.7;3;185;Java;5.214285714285714;1.2976190476190477;28.95720144;4736
grantland/android-autofittextview;https://github.com/grantland/android-autofittextview;4151;10.6;1;23;Java;4.777777777777778;1.2222222222222223;1.81815469;470
cglib/cglib;https://github.com/cglib/cglib;4151;7.5;15;88;Java;3.212424849699399;1.529058116232465;82.41688210499996;17670
lettuce-io/lettuce-core;https://github.com/lettuce-io/lettuce-core;4146;7.3;93;219;Java;6.948139109212935;1.4575960951799878;339.4051299070002;77738
microg/GmsCore;https://github.com/microg/GmsCore;4144;7.4;24;223;Java;5.180711610486892;1.6264044943820224;254.18519192200003;31663
robinhood/ticker;https://github.com/robinhood/ticker;4144;5.2;9;49;Java;4.777777777777778;1.2962962962962963;10.66313693;1480
2227324689/gpmall;https://github.com/2227324689/gpmall;4143;2.1;0;160;Java;5.056470588235294;1.3576470588235294;78.11185796;8901
awangdev/LintCode;https://github.com/awangdev/LintCode;4137;6.4;0;13;Java;1.9047619047619047;0.9880952380952381;16.20396832;2100
pedrovgs/AndroidWiFiADB;https://github.com/pedrovgs/AndroidWiFiADB;4131;5.9;8;11;Java;2.774193548387097;1.4516129032258065;10.115854199999998;1096
hugeterry/CoordinatorTabLayout;https://github.com/hugeterry/CoordinatorTabLayout;4116;4.6;0;4;Java;5.0;1.3333333333333333;3.6125000000000003;473
google/google-java-format;https://github.com/google/google-java-format;4111;6.3;13;305;Java;5.657894736842105;1.4013157894736843;44.024895076;12176
Jacksgong/JKeyboardPanelSwitch;https://github.com/Jacksgong/JKeyboardPanelSwitch;4111;6.2;14;9;Java;5.098039215686274;1.2745098039215685;13.24050978;1736
ankidroid/Anki-Android;https://github.com/ankidroid/Anki-Android;4098;8.6;950;4002;Java;7.645535714285714;1.988392857142857;310.3545135560001;87877
javagrowing/JGrowing;https://github.com/javagrowing/JGrowing;4087;2.5;0;21;Java;1.45;0.95;4.7666667;329
hansonwang99/Spring-Boot-In-Action;https://github.com/hansonwang99/Spring-Boot-In-Action;4080;2.6;0;15;Java;3.837037037037037;1.1111111111111112;29.462528359999997;2714
ChadCSong/ShineButton;https://github.com/ChadCSong/ShineButton;4069;5.2;2;8;Java;3.7222222222222223;1.3888888888888888;5.52749735;1111
Meituan-Dianping/Robust;https://github.com/Meituan-Dianping/Robust;4067;4.5;13;99;Java;3.441860465116279;1.2325581395348837;12.642555715999999;2953
baoyachi/StepView;https://github.com/baoyachi/StepView;4064;5.2;13;4;Java;5.55;1.65;5.652479240000001;906
macrozheng/springcloud-learning;https://github.com/macrozheng/springcloud-learning;4064;2.0;0;1;Java;4.565934065934066;1.032967032967033;11.57407416;1706
CellularPrivacy/Android-IMSI-Catcher-Detector;https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector;4057;7.8;48;345;Java;5.0396825396825395;1.3253968253968254;42.065799877999986;12171
youtube/api-samples;https://github.com/youtube/api-samples;4057;7.8;0;85;Java;6.255813953488372;0.9767441860465116;11.858120170000003;2541
bitcoinj/bitcoinj;https://github.com/bitcoinj/bitcoinj;4057;7.8;1;1081;Java;6.9882491186839015;1.7309048178613395;222.72122754599977;97203
trinodb/trino;https://github.com/trinodb/trino;4054;2.6;0;6390;Java;9.363601011083025;1.3680731090803033;2982.5550827990096;612886
airbnb/DeepLinkDispatch;https://github.com/airbnb/DeepLinkDispatch;4054;6.3;17;165;Java;6.25;1.4166666666666667;6.87359051;8663
Netflix/ribbon;https://github.com/Netflix/ribbon;4053;8.7;41;244;Java;4.379746835443038;1.2644163150492265;115.77009916399994;21786
Yalantis/Phoenix;https://github.com/Yalantis/Phoenix;4048;6.7;1;8;Java;4.16;1.6;3.82322833;976
rubensousa/ViewPagerCards;https://github.com/rubensousa/ViewPagerCards;4040;5.1;0;1;Java;4.8;1.4;3.48544977;240
bingoogolapple/BGABanner-Android;https://github.com/bingoogolapple/BGABanner-Android;4035;6.9;0;39;Java;4.907407407407407;1.5555555555555556;9.813531909999998;2123
makovkastar/FloatingActionButton;https://github.com/makovkastar/FloatingActionButton;4032;7.1;0;48;Java;5.464285714285714;1.75;6.30678186;1014
alibaba/Tangram-Android;https://github.com/alibaba/Tangram-Android;4032;4.5;38;11;Java;5.2504347826086954;1.674782608695652;116.36549265999992;24338
codingapi/tx-lcn;https://github.com/codingapi/tx-lcn;4029;3.8;14;98;Java;4.986547085201794;1.2062780269058295;38.733723137999995;7767
natario1/CameraView;https://github.com/natario1/CameraView;4022;4.2;41;215;Java;5.581308411214954;1.37196261682243;99.47493224499998;21137
dinuscxj/LoadingDrawable;https://github.com/dinuscxj/LoadingDrawable;4001;5.4;0;2;Java;6.409090909090909;1.4242424242424243;22.572608690000003;4428
cjlin1/libsvm;https://github.com/cjlin1/libsvm;3995;8.0;0;60;Java;3.1714285714285713;1.4285714285714286;8.1892689;3087
Exrick/xpay;https://github.com/Exrick/xpay;3989;3.7;0;2;Java;6.136363636363637;0.9545454545454546;9.41213362;1449
zhanglei-workspace/shopping-management-system;https://github.com/zhanglei-workspace/shopping-management-system;3979;5.8;0;15;Java;3.561224489795918;1.346938775510204;36.25245120000001;5353
getActivity/AndroidProject;https://github.com/getActivity/AndroidProject;3978;2.9;15;5;Java;7.076219512195122;2.1280487804878048;76.11579672000002;17932
rengwuxian/RxJavaSamples;https://github.com/rengwuxian/RxJavaSamples;3972;5.5;3;8;Java;4.462962962962963;1.3703703703703705;12.1291668;1001
apache/ignite;https://github.com/apache/ignite;3968;6.6;0;9243;Java;7.130913892809981;2.058694959245936;5354.788403664957;1081608
BoltsFramework/Bolts-Android;https://github.com/BoltsFramework/Bolts-Android;3967;7.6;11;94;Java;2.119496855345912;1.0754716981132075;11.269179700000002;5144
airbytehq/airbyte;https://github.com/airbytehq/airbyte;3966;1.1;76;3125;Java;8.264454976303318;1.4559241706161137;338.4230942000003;43584
ongakuer/CircleIndicator;https://github.com/ongakuer/CircleIndicator;3966;7.1;7;23;Java;6.369565217391305;1.5869565217391304;11.39779161;1712
ThirtyDegreesRay/OpenHub;https://github.com/ThirtyDegreesRay/OpenHub;3961;4.2;31;66;Java;6.745814307458143;1.63013698630137;171.51910445500008;24549
qstumn/BadgeView;https://github.com/qstumn/BadgeView;3960;4.6;5;6;Java;4.222222222222222;1.2777777777777777;5.23948923;1759
zuihou/lamp-cloud;https://github.com/zuihou/lamp-cloud;3956;3.6;0;7;Java;8.641379310344828;1.271264367816092;72.759298482;8805
alibaba/jstorm;https://github.com/alibaba/jstorm;3955;8.0;22;90;Java;5.3434420015163;1.4915339903967653;1101.7765709620023;296267
CodingDocs/springboot-guide;https://github.com/CodingDocs/springboot-guide;3950;2.8;0;18;Java;4.121428571428571;1.1785714285714286;9.84434534;1506
JoanZapata/android-iconify;https://github.com/JoanZapata/android-iconify;3924;8.2;0;38;Java;3.4318181818181817;1.2045454545454546;10.33387453;909
stleary/JSON-java;https://github.com/stleary/JSON-java;3909;10.7;13;273;Java;2.871794871794872;1.1923076923076923;19.97870259;9515
lcodecorex/TwinklingRefreshLayout;https://github.com/lcodecorex/TwinklingRefreshLayout;3902;5.5;0;4;Java;4.256578947368421;1.361842105263158;25.078159770000003;6273
iNPUTmice/Conversations;https://github.com/iNPUTmice/Conversations;3898;7.6;98;918;Java;7.305084745762712;1.60625814863103;187.93222129999984;66771
apache/hive;https://github.com/apache/hive;3893;12.3;0;2608;Java;7.362745609006098;1.426226090582165;5410.950585225005;1937210
ZHENFENG13/spring-boot-projects;https://github.com/ZHENFENG13/spring-boot-projects;3886;4.4;0;19;Java;4.558558558558558;1.063063063063063;22.51721103;2724
yhaolpz/FloatWindow;https://github.com/yhaolpz/FloatWindow;3879;3.8;9;12;Java;3.688888888888889;1.2444444444444445;6.53398414;1473
aurelhubert/ahbottomnavigation;https://github.com/aurelhubert/ahbottomnavigation;3872;5.5;14;55;Java;5.0;1.148936170212766;8.08408261;2339
objectbox/objectbox-java;https://github.com/objectbox/objectbox-java;3872;4.6;24;13;Java;5.515837104072398;1.5339366515837105;56.26688317499999;14194
kiegroup/drools;https://github.com/kiegroup/drools;3860;10.6;0;3826;Java;7.051580059552396;1.5605609451541638;3120.774108149509;750795
xcltapestry/XCL-Charts;https://github.com/xcltapestry/XCL-Charts;3860;7.3;0;2;Java;7.716463414634147;2.1707317073170733;133.51401657999997;23397
Manabu-GT/ExpandableTextView;https://github.com/Manabu-GT/ExpandableTextView;3856;7.3;4;14;Java;4.8125;1.625;3.2766667399999996;552
phishman3579/java-algorithms-implementation;https://github.com/phishman3579/java-algorithms-implementation;3855;7.8;0;127;Java;3.559090909090909;1.5795454545454546;91.74539043999995;31758
fuzhengwei/itstack-demo-design;https://github.com/fuzhengwei/itstack-demo-design;3850;1.3;0;27;Java;2.1666666666666665;1.1018518518518519;38.24580311;3969
javaparser/javaparser;https://github.com/javaparser/javaparser;3828;9.9;29;1504;Java;10.141643059490084;1.8594900849858358;335.7537982730001;120046
ronmamo/reflections;https://github.com/ronmamo/reflections;3824;8.4;0;110;Java;2.299019607843137;1.1323529411764706;15.615879430000001;5131
roboguice/roboguice;https://github.com/roboguice/roboguice;3822;9.1;0;72;Java;4.182853717026379;1.3117505995203838;320.6510189870005;74026
apache/rocketmq-externals;https://github.com/apache/rocketmq-externals;3822;4.5;0;376;Java;5.21990171990172;1.2813267813267812;206.47664437999995;32549
luckybilly/CC;https://github.com/luckybilly/CC;3811;3.8;0;31;Java;4.925619834710743;1.2479338842975207;21.635165649999998;4599
orhanobut/hawk;https://github.com/orhanobut/hawk;3808;6.6;22;71;Java;3.4814814814814814;1.0;3.40189393;834
azkaban/azkaban;https://github.com/azkaban/azkaban;3808;8.9;48;1888;Java;6.83065198983912;1.4047417442845047;465.6838318020006;84239
brianfrankcooper/YCSB;https://github.com/brianfrankcooper/YCSB;3799;11.4;55;705;Java;6.965957446808511;1.6212765957446809;92.15898847000003;22046
bluelinelabs/Conductor;https://github.com/bluelinelabs/Conductor;3797;5.5;19;120;Java;5.413793103448276;1.3706896551724137;25.849451030000004;6494
CalebFenton/simplify;https://github.com/CalebFenton/simplify;3792;7.7;9;19;Java;7.887820512820513;1.3974358974358974;95.78923588700005;21150
Piasy/BigImageViewer;https://github.com/Piasy/BigImageViewer;3792;4.8;0;41;Java;4.482758620689655;1.264367816091954;14.84789567;2538
bjmashibing/InternetArchitect;https://github.com/bjmashibing/InternetArchitect;3790;1.9;0;27;Java;4.8125;1.1519886363636365;163.84471689;44765
zhaojun1998/zfile;https://github.com/zhaojun1998/zfile;3790;2.1;37;9;Java;6.260162601626016;1.5853658536585367;31.62935076;3526
dreamhead/moco;https://github.com/dreamhead/moco;3783;8.9;0;67;Java;6.078651685393258;1.5393258426966292;104.67043984499999;15246
brianway/java-learning;https://github.com/brianway/java-learning;3781;5.6;0;14;Java;1.1578249336870026;1.2851458885941645;37.73392896000001;10984
MiguelCatalan/MaterialSearchView;https://github.com/MiguelCatalan/MaterialSearchView;3779;6.0;6;42;Java;3.9523809523809526;1.2857142857142858;4.45931995;1361
chewiebug/GCViewer;https://github.com/chewiebug/GCViewer;3774;9.9;5;90;Java;5.173010380622838;2.169550173010381;88.76905561999999;19748
Heeexy/SpringBoot-Shiro-Vue;https://github.com/Heeexy/SpringBoot-Shiro-Vue;3770;3.8;0;5;Java;5.571428571428571;1.3571428571428572;2.79999998;632
AntennaPod/AntennaPod;https://github.com/AntennaPod/AntennaPod;3770;9.1;39;2321;Java;7.963364993215739;1.4314789687924017;232.59262782499994;48521
Freeyourgadget/Gadgetbridge;https://github.com/Freeyourgadget/Gadgetbridge;3768;6.7;0;380;Java;6.491494532199271;1.8323207776427703;460.88830186000035;97502
oldmanpushcart/greys-anatomy;https://github.com/oldmanpushcart/greys-anatomy;3767;8.8;0;68;Java;4.049792531120332;1.1493775933609958;56.509501369999995;10774
coobird/thumbnailator;https://github.com/coobird/thumbnailator;3753;6.1;0;8;Java;3.2215568862275448;1.1317365269461077;27.10653723699999;16098
JZ-Darkal/AndroidHttpCapture;https://github.com/JZ-Darkal/AndroidHttpCapture;3734;4.9;1;1;Java;4.467084639498433;1.3887147335423198;100.67621410999999;15905
opensearch-project/OpenSearch;https://github.com/opensearch-project/OpenSearch;3733;0.6;5;777;Java;9.245126705653021;2.3110554163185744;3251.3030260790074;968527
rstudio/rstudio;https://github.com/rstudio/rstudio;3720;10.8;0;4104;Java;5.611026033690658;1.3612557427258805;1413.3127801899905;203286
yanzhenjie/NoHttp;https://github.com/yanzhenjie/NoHttp;3719;6.1;0;9;Java;4.436681222707423;1.4934497816593886;61.899211330000014;8428
microsoft/malmo;https://github.com/microsoft/malmo;3709;5.3;21;229;Java;7.003584229390681;2.1362007168458783;91.14201212599997;19130
timehop/sticky-headers-recyclerview;https://github.com/timehop/sticky-headers-recyclerview;3706;6.9;0;39;Java;4.466666666666667;1.2333333333333334;4.4222222900000006;808
dromara/hmily;https://github.com/dromara/hmily;3702;4.0;0;168;Java;5.418689320388349;1.2172330097087378;182.27146783;25808
Genymobile/gnirehtet;https://github.com/Genymobile/gnirehtet;3696;4.6;11;21;Java;3.7195121951219514;1.170731707317073;22.730136160000004;4326
zzhoujay/RichText;https://github.com/zzhoujay/RichText;3689;6.1;0;11;Java;4.2406015037593985;1.4360902255639099;28.641486939999993;5185
databricks/learning-spark;https://github.com/databricks/learning-spark;3680;7.2;0;20;Java;2.8059701492537314;1.007462686567164;7.017500200000001;2295
lzyzsd/CircleProgress;https://github.com/lzyzsd/CircleProgress;3675;6.9;0;29;Java;5.538461538461538;1.6153846153846154;7.51572137;1451
bisq-network/bisq;https://github.com/bisq-network/bisq;3668;7.5;113;2864;Java;7.9275545713381845;1.8263207845618474;633.4894500039998;145467
hussien89aa/AndroidTutorialForBeginners;https://github.com/hussien89aa/AndroidTutorialForBeginners;3664;5.0;0;12;Java;4.4015748031496065;1.4488188976377954;24.98662714;3948
android/views-widgets-samples;https://github.com/android/views-widgets-samples;3662;2.0;0;64;Java;4.0;1.7124183006535947;42.822876304999994;7334
Doikki/DKVideoPlayer;https://github.com/Doikki/DKVideoPlayer;3658;4.4;30;9;Java;5.746031746031746;1.546031746031746;85.63388809300005;16368
citerus/dddsample-core;https://github.com/citerus/dddsample-core;3653;6.6;0;34;Java;5.763975155279503;1.1801242236024845;39.81220427;4360
eirslett/frontend-maven-plugin;https://github.com/eirslett/frontend-maven-plugin;3637;8.0;0;286;Java;5.226190476190476;1.7261904761904763;28.931618600000004;2884
yangfuhai/ASimpleCache;https://github.com/yangfuhai/ASimpleCache;3636;8.1;0;12;Java;4.3;1.4;8.9034241;1993
amirzaidi/Launcher3;https://github.com/amirzaidi/Launcher3;3636;4.3;22;35;Java;7.2441977800201816;1.4762865792129163;258.13291947499994;60122
pqpo/SmartCropper;https://github.com/pqpo/SmartCropper;3631;4.1;13;7;Java;5.769230769230769;1.2307692307692308;3.27303065;1004
vespa-engine/vespa;https://github.com/vespa-engine/vespa;3625;5.3;0;18622;Java;6.8483341621084035;1.7702635504724018;3131.8361889970047;614673
rockerhieu/emojicon;https://github.com/rockerhieu/emojicon;3622;7.6;2;41;Java;5.025;1.525;11.7939085;2971
powermock/powermock;https://github.com/powermock/powermock;3621;7.3;16;171;Java;3.7101105845181674;1.2424960505529226;177.38204344999994;32967
react-native-webrtc/react-native-webrtc;https://github.com/react-native-webrtc/react-native-webrtc;3618;6.0;37;256;Java;5.0588235294117645;1.1568627450980393;10.316108900000001;2714
ryanhoo/StylishMusicPlayer;https://github.com/ryanhoo/StylishMusicPlayer;3618;5.0;0;11;Java;5.0;1.3025641025641026;38.21702322;5777
willowtreeapps/spruce-android;https://github.com/willowtreeapps/spruce-android;3612;4.5;3;97;Java;4.821138211382114;1.3577235772357723;21.782125785999998;4269
litesuits/android-common;https://github.com/litesuits/android-common;3610;7.3;0;6;Java;3.4767441860465116;1.2325581395348837;31.5599709;6519
aws/aws-sdk-java;https://github.com/aws/aws-sdk-java;3606;11.5;0;529;Java;7.654336086702918;1.6443919694432423;37732.52479998689;5269257
nytimes/Store;https://github.com/nytimes/Store;3597;4.8;0;231;Java;6.161512027491409;1.556701030927835;59.61320869500001;11288
meefik/linuxdeploy;https://github.com/meefik/linuxdeploy;3595;9.1;37;90;Java;6.973684210526316;1.605263157894737;10.893650840000001;2693
johncarl81/parceler;https://github.com/johncarl81/parceler;3593;8.2;0;85;Java;4.687074829931973;1.346938775510204;65.924147492;10156
oblac/jodd;https://github.com/oblac/jodd;3593;9.0;37;265;Java;4.060356652949245;1.4595336076817558;139.7157005290001;26870
apache/shiro;https://github.com/apache/shiro;3591;12.0;0;303;Java;5.111368909512761;1.994199535962877;183.14411711;32004
binIoter/GuideView;https://github.com/binIoter/GuideView;3578;5.2;0;2;Java;3.638888888888889;1.3333333333333333;6.7631831;1246
bytedeco/javacpp;https://github.com/bytedeco/javacpp;3578;7.4;7;127;Java;5.690217391304348;2.0217391304347827;59.89049021;25173
sunfusheng/MarqueeView;https://github.com/sunfusheng/MarqueeView;3570;5.3;0;11;Java;5.173913043478261;1.3043478260869565;4.0104427000000005;804
dongjunkun/DropDownMenu;https://github.com/dongjunkun/DropDownMenu;3563;6.2;2;3;Java;4.3;1.3;6.25807526;513
apache/incubator-heron;https://github.com/apache/incubator-heron;3560;6.0;55;2656;Java;5.957876514714368;1.4870167339873053;542.9441247160005;67877
tyrantgit/ExplosionField;https://github.com/tyrantgit/ExplosionField;3559;6.0;0;10;Java;4.454545454545454;1.3636363636363635;2.5337662099999996;343
luontola/retrolambda;https://github.com/luontola/retrolambda;3552;8.1;0;37;Java;2.4107883817427385;1.4066390041493777;21.693277849999998;4848
apache/pinot;https://github.com/apache/pinot;3551;7.3;10;6353;Java;7.230894751155834;1.4220832200163176;1172.475060587997;265345
mercyblitz/tech-weekly;https://github.com/mercyblitz/tech-weekly;3545;2.8;0;4;Java;1.9852941176470589;1.0147058823529411;4.86269847;996
lsjwzh/RecyclerViewPager;https://github.com/lsjwzh/RecyclerViewPager;3543;6.6;10;43;Java;4.25;1.4722222222222223;10.65889495;2735
cabaletta/baritone;https://github.com/cabaletta/baritone;3541;3.1;56;336;Java;6.372262773722627;1.3430656934306568;77.71062522599998;17430
tuguangquan/mybatis;https://github.com/tuguangquan/mybatis;3538;6.9;0;16;Java;3.958653846153846;1.3096153846153846;243.213709385;39118
pmd/pmd;https://github.com/pmd/pmd;3538;9.2;68;1701;Java;5.919566457501426;2.409868796349116;682.0433562140005;122210
Atmosphere/atmosphere;https://github.com/Atmosphere/atmosphere;3536;11.2;0;351;Java;5.766705744431419;1.3950762016412661;176.66858487599993;42243
linkedin/datahub;https://github.com/linkedin/datahub;3532;5.8;28;2453;Java;8.198847262247838;1.1959654178674353;187.32252674999995;21410
kikoso/android-stackblur;https://github.com/kikoso/android-stackblur;3530;8.1;0;14;Java;1.7380952380952381;1.0714285714285714;3.75119047;933
baoyongzhang/SwipeMenuListView;https://github.com/baoyongzhang/SwipeMenuListView;3527;7.0;2;22;Java;4.264705882352941;1.411764705882353;5.9555929899999995;1347
Netflix/conductor;https://github.com/Netflix/conductor;3527;4.8;259;1095;Java;7.744257274119449;1.231240428790199;195.05314324599988;47100
lygttpod/SuperTextView;https://github.com/lygttpod/SuperTextView;3514;4.9;39;5;Java;3.0114942528735633;1.1494252873563218;6.7707139000000005;4002
arimorty/floatingsearchview;https://github.com/arimorty/floatingsearchview;3511;5.8;0;55;Java;3.5441176470588234;1.1691176470588236;16.45172619;4170
google/open-location-code;https://github.com/google/open-location-code;3494;6.9;5;271;Java;4.852941176470588;1.161764705882353;13.09134685;2252
codeestX/GeekNews;https://github.com/codeestX/GeekNews;3492;5.1;0;14;Java;4.613636363636363;1.4431818181818181;116.18318086999994;11939
xcc3641/SeeWeather;https://github.com/xcc3641/SeeWeather;3485;5.6;2;8;Java;4.822429906542056;1.5233644859813085;28.46420168;3101
JakeWharton/ThreeTenABP;https://github.com/JakeWharton/ThreeTenABP;3476;6.2;0;48;Java;4.125;1.25;0.75;117
querydsl/querydsl;https://github.com/querydsl/querydsl;3473;10.1;34;1170;Java;5.901851851851852;2.3283950617283953;778.757535693;98740
CameraKit/blurkit-android;https://github.com/CameraKit/blurkit-android;3462;4.8;3;20;Java;5.545454545454546;1.3636363636363635;3.60054098;497
andremion/Music-Player;https://github.com/andremion/Music-Player;3456;5.3;2;4;Java;4.2727272727272725;1.696969696969697;7.442605240000001;926
davideas/FlexibleAdapter;https://github.com/davideas/FlexibleAdapter;3455;6.4;30;43;Java;6.00611620795107;2.1070336391437308;85.64304008999997;15853
stfalcon-studio/ChatKit;https://github.com/stfalcon-studio/ChatKit;3452;4.6;1;63;Java;5.715596330275229;2.871559633027523;28.475439249999994;4680
TeamAmaze/AmazeFileManager;https://github.com/TeamAmaze/AmazeFileManager;3451;7.2;52;1248;Java;7.174257425742574;1.388118811881188;122.42074596399998;33667
jitsi/jitsi;https://github.com/jitsi/jitsi;3449;8.4;7;263;Java;6.004763239002521;2.0633230596805827;1224.8972486429996;219030
dropbox/hackpad;https://github.com/dropbox/hackpad;3448;6.1;0;19;Java;5.070967741935484;1.803225806451613;261.53103464199995;87731
bilibili/MagicaSakura;https://github.com/bilibili/MagicaSakura;3447;5.2;3;8;Java;8.2;1.6588235294117648;29.19873497;5355
