nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage;cbo;dit;lcom;loc
markzhai/AndroidPerformanceMonitor;https://github.com/markzhai/AndroidPerformanceMonitor;6167;5.7;0;32;Java;4.0181818181818185;1.2545454545454546;18.97677924;2234
google/closure-compiler;https://github.com/google/closure-compiler;6144;7.4;0;1100;Java;7.235315445975345;1.5072516316171138;784.5549442699995;301183
ikew0ng/SwipeBackLayout;https://github.com/ikew0ng/SwipeBackLayout;6124;8.0;0;29;Java;4.7368421052631575;1.3157894736842106;4.79724634;1635
rengwuxian/MaterialEditText;https://github.com/rengwuxian/MaterialEditText;6106;6.9;19;58;Java;5.444444444444445;1.2592592592592593;3.16407205;3385
flyway/flyway;https://github.com/flyway/flyway;6100;8.7;109;466;Java;5.898;1.574;122.90958954499989;21772
zo0r/react-native-push-notification;https://github.com/zo0r/react-native-push-notification;6086;5.7;34;340;Java;6.1;1.2;6.969630899999999;1884
guardianproject/haven;https://github.com/guardianproject/haven;6069;4.5;37;159;Java;6.7375;1.375;23.222528410000006;4554
SonarSource/sonarqube;https://github.com/SonarSource/sonarqube;6067;10.7;11;3273;Java;7.737240569116303;1.1926641430622633;2642.668476217005;361407
rey5137/material;https://github.com/rey5137/material;6064;6.8;10;52;Java;6.490196078431373;1.6405228758169934;94.36046071999999;27346
pedrovgs/EffectiveAndroidUI;https://github.com/pedrovgs/EffectiveAndroidUI;6061;7.2;0;11;Java;4.378378378378378;1.3243243243243243;17.185999169999995;1923
NanoHttpd/nanohttpd;https://github.com/NanoHttpd/nanohttpd;6051;9.1;3;204;Java;4.310344827586207;1.7793103448275862;29.956625789999997;7106
dromara/Sa-Token;https://github.com/dromara/Sa-Token;6049;1.6;20;11;Java;4.868852459016393;1.273224043715847;45.797997540000004;8233
google/physical-web;https://github.com/google/physical-web;6038;6.9;17;561;Java;4.75796178343949;1.2802547770700636;38.541868380000004;7481
TechEmpower/FrameworkBenchmarks;https://github.com/TechEmpower/FrameworkBenchmarks;6024;8.5;15;5580;Java;4.630794701986755;1.2317880794701987;132.52779246999995;14614
processing/processing;https://github.com/processing/processing;5989;8.6;48;1042;Java;3.6717226435536294;1.6229685807150596;206.91796615000004;110008
NLPchina/ansj_seg;https://github.com/NLPchina/ansj_seg;5984;9.0;3;93;Java;6.225806451612903;1.1797235023041475;55.35735521;12028
smuyyh/BookReader;https://github.com/smuyyh/BookReader;5965;5.1;0;12;Java;4.7785714285714285;1.4357142857142857;127.93569535999991;30918
antoniolg/androidmvp;https://github.com/antoniolg/androidmvp;5956;7.4;0;23;Java;3.066666666666667;1.2;2.59259268;274
singwhatiwanna/dynamic-load-apk;https://github.com/singwhatiwanna/dynamic-load-apk;5949;7.5;0;53;Java;5.73015873015873;1.4126984126984128;19.555213180000003;2620
zouzg/mybatis-generator-gui;https://github.com/zouzg/mybatis-generator-gui;5946;5.3;16;57;Java;7.0;1.45;16.790123700000002;3047
daimajia/NumberProgressBar;https://github.com/daimajia/NumberProgressBar;5937;7.4;3;23;Java;2.7142857142857144;1.1428571428571428;1.53356645;380
li-xiaojun/XPopup;https://github.com/li-xiaojun/XPopup;5923;2.8;155;15;Java;4.6931034482758625;1.5827586206896551;47.13703582999999;11647
aa112901/remusic;https://github.com/aa112901/remusic;5915;5.5;0;3;Java;5.184397163120567;1.4515366430260048;201.64811038599996;47786
wyouflf/xUtils3;https://github.com/wyouflf/xUtils3;5904;5.9;9;22;Java;5.200913242009133;1.4018264840182648;64.70162439999999;12561
ArthurHub/Android-Image-Cropper;https://github.com/ArthurHub/Android-Image-Cropper;5883;6.7;32;98;Java;7.536585365853658;1.3414634146341464;12.270475289999998;4655
react-native-video/react-native-video;https://github.com/react-native-video/react-native-video;5840;6.5;5;529;Java;7.146341463414634;1.2682926829268293;13.094487079999999;3302
Graylog2/graylog2-server;https://github.com/Graylog2/graylog2-server;5838;11.3;28;5634;Java;8.454505971769816;1.426058631921824;1144.6305795259977;152327
kekingcn/kkFileView;https://github.com/kekingcn/kkFileView;5833;3.7;10;145;Java;5.170940170940171;1.1367521367521367;40.74323349000001;9691
AsyncHttpClient/async-http-client;https://github.com/AsyncHttpClient/async-http-client;5821;10.5;0;522;Java;5.8493150684931505;1.487062404870624;141.8729082;32817
springside/springside4;https://github.com/springside/springside4;5806;9.5;3;124;Java;3.1550632911392404;1.2721518987341771;66.73907184999999;12842
cryptomator/cryptomator;https://github.com/cryptomator/cryptomator;5768;7.6;111;166;Java;8.400611620795107;1.3180428134556574;101.43991497999993;12171
ityouknow/spring-cloud-examples;https://github.com/ityouknow/spring-cloud-examples;5757;4.4;0;27;Java;3.7540983606557377;1.0;1.9166667;383
JakeWharton/u2020;https://github.com/JakeWharton/u2020;5734;7.8;0;242;Java;6.17037037037037;1.4148148148148147;33.294744390000005;4806
Nightonke/BoomMenu;https://github.com/Nightonke/BoomMenu;5731;5.5;0;7;Java;5.577586206896552;1.5517241379310345;14.328186129999999;7710
weibocom/motan;https://github.com/weibocom/motan;5723;5.4;16;199;Java;5.8850415512465375;1.4709141274238227;185.62046888000006;37608
prolificinteractive/material-calendarview;https://github.com/prolificinteractive/material-calendarview;5720;6.6;22;225;Java;6.382022471910112;1.5168539325842696;23.492259600000004;3658
Devlight/InfiniteCycleViewPager;https://github.com/Devlight/InfiniteCycleViewPager;5699;5.1;2;6;Java;4.928571428571429;1.5952380952380953;8.1847898;3564
google/error-prone;https://github.com/google/error-prone;5692;7.1;15;1334;Java;6.2857866734228525;1.524448948568533;519.9313946680005;108445
real-logic/aeron;https://github.com/real-logic/aeron;5677;7.6;77;619;Java;8.03674832962138;1.269487750556793;315.3053258549998;80302
daimajia/AndroidImageSlider;https://github.com/daimajia/AndroidImageSlider;5645;7.3;5;49;Java;4.0;1.546875;11.0185718;3813
nhaarman/ListViewAnimations;https://github.com/nhaarman/ListViewAnimations;5642;8.5;14;78;Java;6.427536231884058;2.0434782608695654;30.7574576;5697
sohutv/cachecloud;https://github.com/sohutv/cachecloud;5639;5.6;5;42;Java;3.755671902268761;1.1489237929028504;306.6930327680005;80650
Tencent/Shadow;https://github.com/Tencent/Shadow;5628;2.2;2;172;Java;4.266253869969041;1.7507739938080495;108.94264187999998;21534
JakeWharton/DiskLruCache;https://github.com/JakeWharton/DiskLruCache;5619;9.7;0;50;Java;3.0;1.2307692307692308;5.24255727;1937
react-native-svg/react-native-svg;https://github.com/react-native-svg/react-native-svg;5615;5.6;75;362;Java;7.572916666666667;2.9375;27.37374557;7436
wasabeef/richeditor-android;https://github.com/wasabeef/richeditor-android;5612;6.5;0;36;Java;2.3636363636363638;1.1136363636363635;0.9765625;804
sshahine/JFoenix;https://github.com/sshahine/JFoenix;5607;6.0;0;157;Java;6.903755868544601;1.619718309859155;111.60543164000002;24546
apache/tomcat;https://github.com/apache/tomcat;5585;9.9;0;442;Java;5.222461170848268;1.955794504181601;1419.5809892199995;338796
ximsfei/Android-skin-support;https://github.com/ximsfei/Android-skin-support;5579;4.7;0;25;Java;6.115479115479116;1.3882063882063882;121.68407737999995;19543
febsteam/FEBS-Shiro;https://github.com/febsteam/FEBS-Shiro;5571;3.5;0;67;Java;6.609467455621302;1.331360946745562;31.4328238;4562
amlcurran/ShowcaseView;https://github.com/amlcurran/ShowcaseView;5563;9.1;13;137;Java;5.303030303030303;1.378787878787879;13.91187348;2086
joelittlejohn/jsonschema2pojo;https://github.com/joelittlejohn/jsonschema2pojo;5557;8.2;58;320;Java;6.5534351145038165;1.133587786259542;66.25485859500004;13759
lets-blade/blade;https://github.com/lets-blade/blade;5550;6.3;9;180;Java;4.6947368421052635;1.256140350877193;66.72185006600002;14775
metersphere/metersphere;https://github.com/metersphere/metersphere;5532;1.6;97;3046;Java;5.710718635809988;1.3252131546894033;414.17464236300066;159567
hongyangAndroid/FlowLayout;https://github.com/hongyangAndroid/FlowLayout;5524;6.0;0;16;Java;4.2;1.3714285714285714;6.37820504;810
apache/jmeter;https://github.com/apache/jmeter;5518;11.3;0;656;Java;6.065921130076515;2.348440258975868;778.4196147059995;126502
dmytrodanylyk/circular-progress-button;https://github.com/dmytrodanylyk/circular-progress-button;5517;7.3;0;27;Java;3.923076923076923;1.2564102564102564;4.90432808;1416
emilsjolander/StickyListHeaders;https://github.com/emilsjolander/StickyListHeaders;5515;9.5;16;133;Java;4.704545454545454;1.3636363636363635;7.71642985;2112
alibaba/COLA;https://github.com/alibaba/COLA;5513;3.6;3;60;Java;4.006191950464396;1.411764705882353;57.570282999999996;4752
rabbitmq/rabbitmq-tutorials;https://github.com/rabbitmq/rabbitmq-tutorials;5510;11.0;0;200;Java;4.818181818181818;0.9772727272727273;4.93974354;1357
yarolegovich/DiscreteScrollView;https://github.com/yarolegovich/DiscreteScrollView;5505;4.5;2;21;Java;4.188679245283019;1.2358490566037736;15.775377137000001;3698
k0shk0sh/FastHub;https://github.com/k0shk0sh/FastHub;5505;4.6;63;370;Java;8.718716577540107;1.611764705882353;262.7698143499998;40321
rest-assured/rest-assured;https://github.com/rest-assured/rest-assured;5501;10.9;0;240;Java;6.287443267776097;1.1951588502269288;111.71464467200003;25841
liyifeng1994/ssm;https://github.com/liyifeng1994/ssm;5496;5.2;0;32;Java;3.3;1.6;4.23083337;369
knightliao/disconf;https://github.com/knightliao/disconf;5477;7.3;12;57;Java;4.431924882629108;1.3544600938967135;124.93794736999997;14009
alibaba/freeline;https://github.com/alibaba/freeline;5475;5.1;22;57;Java;3.6838235294117645;1.5955882352941178;29.914650710000004;5357
facebookarchive/rebound;https://github.com/facebookarchive/rebound;5472;7.9;10;45;Java;4.238636363636363;1.3068181818181819;20.38025115;4095
jpush/aurora-imui;https://github.com/jpush/aurora-imui;5470;4.7;42;146;Java;4.793002915451895;1.5247813411078717;67.78413504500003;17789
sockeqwe/mosby;https://github.com/sockeqwe/mosby;5455;6.5;15;80;Java;5.400900900900901;1.6381381381381381;149.31471679999999;17138
mrniko/netty-socketio;https://github.com/mrniko/netty-socketio;5447;9.7;3;117;Java;4.968152866242038;1.2738853503184713;37.16293732999999;5529
dm77/barcodescanner;https://github.com/dm77/barcodescanner;5408;7.5;6;76;Java;5.202702702702703;1.6216216216216217;16.166952570000003;2796
jgilfelt/SystemBarTint;https://github.com/jgilfelt/SystemBarTint;5403;7.8;3;10;Java;7.2;1.6;3.29727572;807
apache/zeppelin;https://github.com/apache/zeppelin;5390;6.5;0;4216;Java;5.882301273605622;1.2415458937198067;624.2999714970006;200048
evant/gradle-retrolambda;https://github.com/evant/gradle-retrolambda;5383;8.1;37;54;Java;4.423076923076923;1.0;3.4285714100000004;623
lightbend/config;https://github.com/lightbend/config;5382;9.8;0;258;Java;5.442786069651741;2.044776119402985;58.49725860000001;13141
evernote/android-job;https://github.com/evernote/android-job;5375;6.1;31;61;Java;6.962962962962963;1.7619047619047619;44.273739219999996;10679
wxiaoqi/Spring-Cloud-Platform;https://github.com/wxiaoqi/Spring-Cloud-Platform;5348;4.3;3;13;Java;4.764044943820225;1.398876404494382;50.39037403;6014
debezium/debezium;https://github.com/debezium/debezium;5340;5.6;0;2691;Java;7.395202741290691;1.4254711593375213;558.4626665420003;124556
haifengl/smile;https://github.com/haifengl/smile;5340;6.8;22;171;Java;5.916078431372549;1.3427450980392157;381.19324571300024;95680
languagetool-org/languagetool;https://github.com/languagetool-org/languagetool;5339;8.1;0;1793;Java;5.894807520143241;1.7887197851387646;638.9507973369986;148748
bytedeco/javacv;https://github.com/bytedeco/javacv;5334;7.4;7;120;Java;6.085972850678733;2.1221719457013575;73.757175626;26437
springfox/springfox;https://github.com/springfox/springfox;5329;9.3;12;517;Java;5.98943661971831;1.119718309859155;300.4640649600002;32063
robolectric/robolectric;https://github.com/robolectric/robolectric;5316;11.0;75;4286;Java;5.792942743009321;1.3455392809587217;643.4497150740017;159831
google/grafika;https://github.com/google/grafika;5312;7.7;1;20;Java;6.346153846153846;1.7307692307692308;46.252459730000005;10035
amitshekhariitbhu/Fast-Android-Networking;https://github.com/amitshekhariitbhu/Fast-Android-Networking;5296;5.5;8;39;Java;3.2135416666666665;1.2482638888888888;34.49102958;19596
lucasr/twoway-view;https://github.com/lucasr/twoway-view;5275;8.6;0;48;Java;5.961538461538462;1.7884615384615385;18.5750481;3688
XRecyclerView/XRecyclerView;https://github.com/XRecyclerView/XRecyclerView;5265;5.8;0;30;Java;3.8862275449101795;1.4131736526946108;27.51158960999999;5151
hanks-zyh/HTextView;https://github.com/hanks-zyh/HTextView;5260;5.7;0;21;Java;4.1521739130434785;1.5434782608695652;17.64997417;3076
MindorksOpenSource/from-java-to-kotlin;https://github.com/MindorksOpenSource/from-java-to-kotlin;5250;4.3;0;58;Java;0.3333333333333333;0.6666666666666666;0.25;37
yixia/VitamioBundle;https://github.com/yixia/VitamioBundle;5233;8.9;0;17;Java;4.901960784313726;1.303921568627451;28.929308980000002;6501
commonsguy/cw-omnibus;https://github.com/commonsguy/cw-omnibus;5231;9.5;36;20;Java;4.5095115681233935;1.5326478149100258;506.856861720001;70924
testcontainers/testcontainers-java;https://github.com/testcontainers/testcontainers-java;5229;6.4;51;2928;Java;5.606209150326797;1.5359477124183007;158.75037446999997;19432
Alluxio/alluxio;https://github.com/Alluxio/alluxio;5227;8.7;48;12797;Java;7.795089707271011;1.4793830657853322;1075.8814156909996;187389
pentaho/pentaho-kettle;https://github.com/pentaho/pentaho-kettle;5216;7.9;1;8104;Java;6.912442396313364;1.2997198879551821;2584.7256301789967;757853
h2pl/Java-Tutorial;https://github.com/h2pl/Java-Tutorial;5212;3.4;0;8;Java;0;0.6666666666666666;0.0;8
scribejava/scribejava;https://github.com/scribejava/scribejava;5209;11.0;7;423;Java;4.202429149797571;1.3987854251012146;120.12506957599999;12625
apache/incubator-shenyu;https://github.com/apache/incubator-shenyu;5208;3.2;3;1148;Java;6.214194373401535;1.1547314578005115;440.6515883920002;57279
square/otto;https://github.com/square/otto;5207;9.2;0;90;Java;2.4069767441860463;1.372093023255814;11.73671176;1987
changmingxie/tcc-transaction;https://github.com/changmingxie/tcc-transaction;5204;5.8;2;41;Java;4.224066390041494;1.2572614107883817;63.30806843000001;7255
Clans/FloatingActionButton;https://github.com/Clans/FloatingActionButton;5193;6.5;14;77;Java;4.541666666666667;1.3541666666666667;7.0618779599999995;2805
apache/dubbo-spring-boot-project;https://github.com/apache/dubbo-spring-boot-project;5182;3.6;13;221;Java;7.011111111111111;1.1555555555555554;21.281339500000005;1895
graphql-java/graphql-java;https://github.com/graphql-java/graphql-java;5179;6.2;38;1334;Java;9.356297093649085;1.5371367061356298;275.77707186000004;47146
gzu-liyujiang/AndroidPicker;https://github.com/gzu-liyujiang/AndroidPicker;5176;5.9;39;18;Java;5.366666666666666;1.5904761904761904;52.04078118600002;11891
Yalantis/Side-Menu.Android;https://github.com/Yalantis/Side-Menu.Android;5167;6.7;2;18;Java;3.6842105263157894;1.1578947368421053;3.12619057;449
intuit/karate;https://github.com/intuit/karate;5166;4.6;43;318;Java;6.141210374639769;1.2247838616714697;225.26426526;39587
thinkaurelius/titan;https://github.com/thinkaurelius/titan;5142;9.5;0;266;Java;6.3943573667711595;1.4150470219435736;358.23671786800014;71163
motianhuo/wechat;https://github.com/motianhuo/wechat;5140;6.3;0;5;Java;5.037735849056604;1.2327044025157232;144.99210966000007;34107
h6ah4i/android-advancedrecyclerview;https://github.com/h6ah4i/android-advancedrecyclerview;5140;6.6;1;69;Java;6.588383838383838;2.4015151515151514;103.31292510599997;20692
527515025/springBoot;https://github.com/527515025/springBoot;5139;4.8;0;49;Java;5.181132075471698;1.1433962264150943;67.92171293999999;6277
yanzhenjie/SwipeRecyclerView;https://github.com/yanzhenjie/SwipeRecyclerView;5123;5.1;0;13;Java;4.8478260869565215;1.3840579710144927;55.046040302000016;11085
wuhaoyu1990/MagicCamera;https://github.com/wuhaoyu1990/MagicCamera;5105;5.7;0;3;Java;3.535410764872521;1.4645892351274787;99.49660125999989;14543
xxv/android-lifecycle;https://github.com/xxv/android-lifecycle;5100;7.4;0;3;Java;6.0;1.4285714285714286;0.0;481
CameraKit/camerakit-android;https://github.com/CameraKit/camerakit-android;5100;4.8;17;114;Java;3.4705882352941178;1.2521008403361344;19.63774747;4487
JesusFreke/smali;https://github.com/JesusFreke/smali;5094;9.0;1;104;Java;6.3078260869565215;1.7365217391304348;244.271614296;46601
KeepSafe/TapTargetView;https://github.com/KeepSafe/TapTargetView;5074;5.0;23;105;Java;4.4;1.125;3.1333662;1948
spring-projects/spring-petclinic;https://github.com/spring-projects/spring-petclinic;5065;8.7;0;601;Java;6.560975609756097;1.2926829268292683;9.83163149;919
Vedenin/useful-java-links;https://github.com/Vedenin/useful-java-links;5059;5.6;0;93;Java;2.2954545454545454;1.018939393939394;12.681481709999998;5967
frogermcs/InstaMaterial;https://github.com/frogermcs/InstaMaterial;5044;6.8;1;8;Java;4.728395061728395;1.5185185185185186;19.457997780000007;2223
Karumi/Dexter;https://github.com/Karumi/Dexter;5035;5.8;33;97;Java;4.37037037037037;1.1851851851851851;13.132638625999999;2197
micronaut-projects/micronaut-core;https://github.com/micronaut-projects/micronaut-core;5025;3.5;97;3258;Java;6.1833810888252145;1.3151862464183381;651.464890767;120777
alibaba/UltraViewPager;https://github.com/alibaba/UltraViewPager;5024;4.5;10;9;Java;5.0;1.32;5.7376325900000005;1518
wasabeef/Blurry;https://github.com/wasabeef/Blurry;5008;6.1;0;16;Java;4.8;0.9333333333333333;1.7541666999999999;641
twowaits/SDE-Interview-Questions;https://github.com/twowaits/SDE-Interview-Questions;5004;3.9;1;189;Java;0;0.5;0.0;5
wequick/Small;https://github.com/wequick/Small;4996;5.8;25;59;Java;3.7795698924731185;1.467741935483871;24.961528889999997;7726
Trinea/android-common;https://github.com/Trinea/android-common;4993;9.2;1;9;Java;4.405405405405405;1.2342342342342343;50.605808370000005;6671
careercup/ctci;https://github.com/careercup/ctci;4983;8.5;0;145;Java;1.9519230769230769;1.1153846153846154;50.626821410000005;11244
apache/beam;https://github.com/apache/beam;4981;5.6;14;15481;Java;8.59951207995593;1.6438970646100575;2630.5714005800064;547391
YunaiV/onemall;https://github.com/YunaiV/onemall;4967;2.4;0;19;Java;6.06318449873631;1.1381634372367313;161.75423363000004;17058
traex/RippleEffect;https://github.com/traex/RippleEffect;4965;6.9;0;30;Java;3.25;1.3;2.5818252;504
crazycodeboy/react-native-splash-screen;https://github.com/crazycodeboy/react-native-splash-screen;4948;5.0;11;120;Java;3.0;1.1538461538461537;1.4166667;230
TommyLemon/Android-ZBLibrary;https://github.com/TommyLemon/Android-ZBLibrary;4948;6.1;25;14;Java;5.367924528301887;1.5566037735849056;89.35858421000002;14602
spring-projects/spring-mvc-showcase;https://github.com/spring-projects/spring-mvc-showcase;4944;10.3;0;42;Java;5.084745762711864;1.1864406779661016;6.9636906;1281
amitshekhariitbhu/RxJava2-Android-Samples;https://github.com/amitshekhariitbhu/RxJava2-Android-Samples;4942;5.0;0;32;Java;3.6451612903225805;1.2473118279569892;34.93888876999999;3992
orhanobut/dialogplus;https://github.com/orhanobut/dialogplus;4929;6.7;9;49;Java;5.066666666666666;1.0;5.761136410000001;1047
MinecraftForge/MinecraftForge;https://github.com/MinecraftForge/MinecraftForge;4904;9.6;0;4196;Java;6.599141016463851;2.282032927702219;422.22786538600093;55342
Devlight/NavigationTabBar;https://github.com/Devlight/NavigationTabBar;4895;5.5;13;12;Java;3.9491525423728815;1.2881355932203389;5.91081467;2538
journeyapps/zxing-android-embedded;https://github.com/journeyapps/zxing-android-embedded;4882;8.8;6;95;Java;5.340425531914893;1.351063829787234;32.89262367999999;4985
Meituan-Dianping/Leaf;https://github.com/Meituan-Dianping/Leaf;4878;2.8;0;51;Java;3.3902439024390243;1.3902439024390243;10.42481991;1305
yipianfengye/android-zxingLibrary;https://github.com/yipianfengye/android-zxingLibrary;4877;5.1;0;14;Java;4.622641509433962;1.3018867924528301;16.752713479999997;2018
Ramotion/folding-cell-android;https://github.com/Ramotion/folding-cell-android;4847;5.4;0;20;Java;3.9545454545454546;1.2727272727272727;3.9118708399999997;812
andkulikov/Transitions-Everywhere;https://github.com/andkulikov/Transitions-Everywhere;4836;6.9;23;16;Java;6.865979381443299;1.675257731958763;39.847352349999994;9485
claritylab/lucida;https://github.com/claritylab/lucida;4836;7.3;0;89;Java;5.869888475836431;1.5390334572490707;87.42015719599999;23221
ZXZxin/ZXBlog;https://github.com/ZXZxin/ZXBlog;4815;2.6;0;0;Java;1.661764705882353;0.9852941176470589;1.2499999800000001;589
etsy/AndroidStaggeredGrid;https://github.com/etsy/AndroidStaggeredGrid;4791;7.8;7;40;Java;5.702702702702703;1.8108108108108107;11.726381700000001;4010
rubensousa/GravitySnapHelper;https://github.com/rubensousa/GravitySnapHelper;4790;5.0;14;14;Java;5.666666666666667;1.5555555555555556;2.1749748;610
mybatis/generator;https://github.com/mybatis/generator;4778;8.6;9;402;Java;7.772382397572079;1.937784522003035;168.94350043399982;72547
junit-team/junit5;https://github.com/junit-team/junit5;4763;6.7;51;917;Java;4.847931873479319;1.3532035685320356;351.85946640500003;71228
socketio/socket.io-client-java;https://github.com/socketio/socket.io-client-java;4759;8.4;3;46;Java;1.9345794392523366;1.0981308411214954;13.92509924;5252
danikula/AndroidVideoCache;https://github.com/danikula/AndroidVideoCache;4754;6.4;20;24;Java;4.769230769230769;1.4743589743589745;17.62624069;3217
btraceio/btrace;https://github.com/btraceio/btrace;4743;7.0;27;113;Java;5.106267029972752;1.3065395095367847;127.34258187999995;38117
saiwu-bigkoo/Android-ConvenientBanner;https://github.com/saiwu-bigkoo/Android-ConvenientBanner;4739;6.7;0;19;Java;4.666666666666667;1.4;7.13537684;848
gyoogle/tech-interview-for-developer;https://github.com/gyoogle/tech-interview-for-developer;4736;2.3;0;93;Java;1.2142857142857142;0.9285714285714286;1.84285719;609
google/cameraview;https://github.com/google/cameraview;4734;5.1;0;79;Java;4.767123287671233;1.2465753424657535;14.024967579999998;2983
hibernate/hibernate-orm;https://github.com/hibernate/hibernate-orm;4731;10.9;16;4120;Java;6.397217827004219;1.7279799578059072;4445.276072626979;643759
mcxiaoke/packer-ng-plugin;https://github.com/mcxiaoke/packer-ng-plugin;4727;5.8;1;11;Java;2.71875;1.34375;10.23624336;1776
pardom-zz/ActiveAndroid;https://github.com/pardom-zz/ActiveAndroid;4725;8.8;0;146;Java;3.8412698412698414;1.9047619047619047;12.30954563;3158
gabrielemariotti/cardslib;https://github.com/gabrielemariotti/cardslib;4723;8.0;27;57;Java;5.894088669950739;2.1748768472906406;196.33981078000008;32257
facebook/shimmer-android;https://github.com/facebook/shimmer-android;4709;6.5;5;32;Java;7.5;1.625;2.55137635;854
DingMouRen/LayoutManagerGroup;https://github.com/DingMouRen/LayoutManagerGroup;4702;3.4;0;4;Java;4.875;1.546875;17.776493740000003;2285
JodaOrg/joda-time;https://github.com/JodaOrg/joda-time;4687;10.3;32;164;Java;8.557347670250897;2.2795698924731185;266.79113278000005;91424
ffay/lanproxy;https://github.com/ffay/lanproxy;4668;4.8;1;13;Java;4.171875;1.171875;17.633207930000005;2668
square/sqlbrite;https://github.com/square/sqlbrite;4651;6.6;9;126;Java;4.654205607476635;1.3457943925233644;19.367009460000002;3329
AriaLyy/Aria;https://github.com/AriaLyy/Aria;4631;5.6;26;19;Java;6.772667542706965;1.6228646517739815;261.01038362000014;42723
hongyangAndroid/baseAdapter;https://github.com/hongyangAndroid/baseAdapter;4631;6.1;0;9;Java;4.784313725490196;1.2941176470588236;8.544445960000001;1563
google/google-authenticator;https://github.com/google/google-authenticator;4626;6.9;0;44;Java;3.8225806451612905;1.6612903225806452;20.247049989999994;3935
wdullaer/MaterialDateTimePicker;https://github.com/wdullaer/MaterialDateTimePicker;4613;6.7;54;161;Java;6.391891891891892;1.445945945945946;21.029421730000003;7536
quartz-scheduler/quartz;https://github.com/quartz-scheduler/quartz;4605;5.5;2;264;Java;5.305797101449276;1.563768115942029;194.77193740999996;41986
questdb/questdb;https://github.com/questdb/questdb;4594;7.4;36;821;Java;6.670893906588308;1.774203526136715;713.9649841819996;208086
go-lang-plugin-org/go-lang-idea-plugin;https://github.com/go-lang-plugin-org/go-lang-idea-plugin;4590;11.0;21;655;Java;8.375992939099735;2.207413945278023;173.08308976500007;45363
tomakehurst/wiremock;https://github.com/tomakehurst/wiremock;4586;9.9;4;543;Java;6.019486271036316;1.3427812223206377;196.388149282;38793
danielzeller/Depth-LIB-Android-;https://github.com/danielzeller/Depth-LIB-Android-;4582;5.4;0;8;Java;3.7522935779816513;1.201834862385321;18.873746545;3771
chentao0707/SimplifyReader;https://github.com/chentao0707/SimplifyReader;4576;6.1;0;12;Java;4.1295418641390205;1.377567140600316;131.66940089999997;34709
SplashCodes/JAViewer;https://github.com/SplashCodes/JAViewer;4564;5.3;10;24;Java;5.7555555555555555;1.5888888888888888;37.173479740000005;6309
jOOQ/jOOQ;https://github.com/jOOQ/jOOQ;4552;10.4;0;236;Java;11.990980392156862;2.5541176470588236;774.7624296849997;186121
huangyanbin/smartTable;https://github.com/huangyanbin/smartTable;4541;3.8;44;4;Java;5.076712328767123;1.1863013698630136;57.59249509;14165
PaperMC/Paper;https://github.com/PaperMC/Paper;4540;5.6;1;2108;Java;4.6;1.3;2.1416667;148
youlookwhat/CloudReader;https://github.com/youlookwhat/CloudReader;4538;4.8;23;5;Java;4.730769230769231;1.4743589743589745;94.34135483;18441
alibaba/jvm-sandbox;https://github.com/alibaba/jvm-sandbox;4530;4.1;12;98;Java;3.260127931769723;1.2942430703624734;68.56492654999998;14467
JakeWharton/NineOldAndroids;https://github.com/JakeWharton/NineOldAndroids;4528;9.8;0;24;Java;4.258992805755396;1.4244604316546763;30.95653921000001;7585
Nepxion/Discovery;https://github.com/Nepxion/Discovery;4527;3.2;110;78;Java;4.919424460431655;1.3381294964028776;164.73758865699995;21103
hazelcast/hazelcast;https://github.com/hazelcast/hazelcast;4526;9.5;52;12499;Java;8.90528538600087;1.8032420346562326;4111.212532625031;884168
Flipboard/bottomsheet;https://github.com/Flipboard/bottomsheet;4515;6.4;10;70;Java;4.826086956521739;1.3478260869565217;10.335695039999997;2578
jdamcd/android-crop;https://github.com/jdamcd/android-crop;4507;7.5;6;71;Java;4.15625;1.34375;6.533019839999999;1676
raphw/byte-buddy;https://github.com/raphw/byte-buddy;4505;7.8;230;164;Java;6.47061061441887;1.6381966901274492;911.290559930997;240439
kyleduo/SwitchButton;https://github.com/kyleduo/SwitchButton;4504;7.0;0;15;Java;4.214285714285714;1.3571428571428572;2.94059645;1549
razerdp/BasePopup;https://github.com/razerdp/BasePopup;4504;5.7;15;10;Java;5.85387323943662;1.6848591549295775;159.67098088999992;28315
OpenTSDB/opentsdb;https://github.com/OpenTSDB/opentsdb;4500;11.0;26;1108;Java;7.157614483493078;1.2875399361022364;224.20086986399994;103404
zhanghai/Douya;https://github.com/zhanghai/Douya;4499;5.6;11;2;Java;6.0465863453815265;1.829718875502008;339.4375889380004;44643
theonedev/onedev;https://github.com/theonedev/onedev;4498;2.8;63;36;Java;6.1137806761626905;1.5002574223442595;1259.0103243559968;193816
vavr-io/vavr;https://github.com/vavr-io/vavr;4494;7.6;17;1528;Java;8.524642289348172;1.3052464228934817;201.46564574000007;64328
romandanylyk/PageIndicatorView;https://github.com/romandanylyk/PageIndicatorView;4490;5.1;14;33;Java;5.438356164383562;1.4794520547945205;20.37000739;3532
confluentinc/ksql;https://github.com/confluentinc/ksql;4486;5.0;8;5400;Java;8.94302606826122;1.2932007524858908;1028.9110825589999;173120
frohoff/ysoserial;https://github.com/frohoff/ysoserial;4485;6.6;0;93;Java;5.3884297520661155;1.3305785123966942;14.838095490000002;3851
