nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage;cbo;dit;lcom
rabbitmq/rabbitmq-tutorials;https://github.com/rabbitmq/rabbitmq-tutorials;5510;11.0;0;200;Java;4.818181818181818;0.9772727272727273;4.93974354
yarolegovich/DiscreteScrollView;https://github.com/yarolegovich/DiscreteScrollView;5505;4.5;2;21;Java;4.188679245283019;1.2358490566037736;15.775377137000001
k0shk0sh/FastHub;https://github.com/k0shk0sh/FastHub;5505;4.6;63;370;Java;8.718716577540107;1.611764705882353;262.7698143499998
rest-assured/rest-assured;https://github.com/rest-assured/rest-assured;5501;10.9;0;240;Java;6.287443267776097;1.1951588502269288;111.71464467200003
liyifeng1994/ssm;https://github.com/liyifeng1994/ssm;5496;5.2;0;32;Java;3.3;1.6;4.23083337
knightliao/disconf;https://github.com/knightliao/disconf;5477;7.3;12;57;Java;4.431924882629108;1.3544600938967135;124.93794736999997
alibaba/freeline;https://github.com/alibaba/freeline;5475;5.1;22;57;Java;3.6838235294117645;1.5955882352941178;29.914650710000004
facebookarchive/rebound;https://github.com/facebookarchive/rebound;5472;7.9;10;45;Java;4.238636363636363;1.3068181818181819;20.38025115
jpush/aurora-imui;https://github.com/jpush/aurora-imui;5470;4.7;42;146;Java;4.793002915451895;1.5247813411078717;67.78413504500003
sockeqwe/mosby;https://github.com/sockeqwe/mosby;5455;6.5;15;80;Java;5.400900900900901;1.6381381381381381;149.31471679999999
mrniko/netty-socketio;https://github.com/mrniko/netty-socketio;5447;9.7;3;117;Java;4.968152866242038;1.2738853503184713;37.16293732999999
dm77/barcodescanner;https://github.com/dm77/barcodescanner;5408;7.5;6;76;Java;5.202702702702703;1.6216216216216217;16.166952570000003
jgilfelt/SystemBarTint;https://github.com/jgilfelt/SystemBarTint;5403;7.8;3;10;Java;7.2;1.6;3.29727572
apache/zeppelin;https://github.com/apache/zeppelin;5390;6.5;0;4216;Java;5.882301273605622;1.2415458937198067;624.2999714970006
evant/gradle-retrolambda;https://github.com/evant/gradle-retrolambda;5383;8.1;37;54;Java;4.423076923076923;1.0;3.4285714100000004
lightbend/config;https://github.com/lightbend/config;5382;9.8;0;258;Java;5.442786069651741;2.044776119402985;58.49725860000001
evernote/android-job;https://github.com/evernote/android-job;5375;6.1;31;61;Java;6.962962962962963;1.7619047619047619;44.273739219999996
wxiaoqi/Spring-Cloud-Platform;https://github.com/wxiaoqi/Spring-Cloud-Platform;5348;4.3;3;13;Java;4.764044943820225;1.398876404494382;50.39037403
debezium/debezium;https://github.com/debezium/debezium;5340;5.6;0;2691;Java;7.395202741290691;1.4254711593375213;558.4626665420003
haifengl/smile;https://github.com/haifengl/smile;5340;6.8;22;171;Java;5.916078431372549;1.3427450980392157;381.19324571300024
languagetool-org/languagetool;https://github.com/languagetool-org/languagetool;5339;8.1;0;1793;Java;5.894807520143241;1.7887197851387646;638.9507973369986
bytedeco/javacv;https://github.com/bytedeco/javacv;5334;7.4;7;120;Java;6.085972850678733;2.1221719457013575;73.757175626
springfox/springfox;https://github.com/springfox/springfox;5329;9.3;12;517;Java;5.98943661971831;1.119718309859155;300.4640649600002
robolectric/robolectric;https://github.com/robolectric/robolectric;5316;11.0;75;4286;Java;5.792942743009321;1.3455392809587217;643.4497150740017
google/grafika;https://github.com/google/grafika;5312;7.7;1;20;Java;6.346153846153846;1.7307692307692308;46.252459730000005
amitshekhariitbhu/Fast-Android-Networking;https://github.com/amitshekhariitbhu/Fast-Android-Networking;5296;5.5;8;39;Java;3.2135416666666665;1.2482638888888888;34.49102958
lucasr/twoway-view;https://github.com/lucasr/twoway-view;5275;8.6;0;48;Java;5.961538461538462;1.7884615384615385;18.5750481
XRecyclerView/XRecyclerView;https://github.com/XRecyclerView/XRecyclerView;5265;5.8;0;30;Java;3.8862275449101795;1.4131736526946108;27.51158960999999
hanks-zyh/HTextView;https://github.com/hanks-zyh/HTextView;5260;5.7;0;21;Java;4.1521739130434785;1.5434782608695652;17.64997417
MindorksOpenSource/from-java-to-kotlin;https://github.com/MindorksOpenSource/from-java-to-kotlin;5250;4.3;0;58;Java;0.3333333333333333;0.6666666666666666;0.25
yixia/VitamioBundle;https://github.com/yixia/VitamioBundle;5233;8.9;0;17;Java;4.901960784313726;1.303921568627451;28.929308980000002
commonsguy/cw-omnibus;https://github.com/commonsguy/cw-omnibus;5231;9.5;36;20;Java;4.5095115681233935;1.5326478149100258;506.856861720001
testcontainers/testcontainers-java;https://github.com/testcontainers/testcontainers-java;5229;6.4;51;2928;Java;5.606209150326797;1.5359477124183007;158.75037446999997
Alluxio/alluxio;https://github.com/Alluxio/alluxio;5227;8.7;48;12797;Java;7.795089707271011;1.4793830657853322;1075.8814156909996
pentaho/pentaho-kettle;https://github.com/pentaho/pentaho-kettle;5216;7.9;1;8104;Java;6.912442396313364;1.2997198879551821;2584.7256301789967
h2pl/Java-Tutorial;https://github.com/h2pl/Java-Tutorial;5212;3.4;0;8;Java;0;0.6666666666666666;0.0
scribejava/scribejava;https://github.com/scribejava/scribejava;5209;11.0;7;423;Java;4.202429149797571;1.3987854251012146;120.12506957599999
apache/incubator-shenyu;https://github.com/apache/incubator-shenyu;5208;3.2;3;1148;Java;6.214194373401535;1.1547314578005115;440.6515883920002
square/otto;https://github.com/square/otto;5207;9.2;0;90;Java;2.4069767441860463;1.372093023255814;11.73671176
changmingxie/tcc-transaction;https://github.com/changmingxie/tcc-transaction;5204;5.8;2;41;Java;4.224066390041494;1.2572614107883817;63.30806843000001
Clans/FloatingActionButton;https://github.com/Clans/FloatingActionButton;5193;6.5;14;77;Java;4.541666666666667;1.3541666666666667;7.0618779599999995
apache/dubbo-spring-boot-project;https://github.com/apache/dubbo-spring-boot-project;5182;3.6;13;221;Java;7.011111111111111;1.1555555555555554;21.281339500000005
graphql-java/graphql-java;https://github.com/graphql-java/graphql-java;5179;6.2;38;1334;Java;9.356297093649085;1.5371367061356298;275.77707186000004
gzu-liyujiang/AndroidPicker;https://github.com/gzu-liyujiang/AndroidPicker;5176;5.9;39;18;Java;5.366666666666666;1.5904761904761904;52.04078118600002
Yalantis/Side-Menu.Android;https://github.com/Yalantis/Side-Menu.Android;5167;6.7;2;18;Java;3.6842105263157894;1.1578947368421053;3.12619057
intuit/karate;https://github.com/intuit/karate;5166;4.6;43;318;Java;6.141210374639769;1.2247838616714697;225.26426526
thinkaurelius/titan;https://github.com/thinkaurelius/titan;5142;9.5;0;266;Java;6.3943573667711595;1.4150470219435736;358.23671786800014
motianhuo/wechat;https://github.com/motianhuo/wechat;5140;6.3;0;5;Java;5.037735849056604;1.2327044025157232;144.99210966000007
h6ah4i/android-advancedrecyclerview;https://github.com/h6ah4i/android-advancedrecyclerview;5140;6.6;1;69;Java;6.588383838383838;2.4015151515151514;103.31292510599997
527515025/springBoot;https://github.com/527515025/springBoot;5139;4.8;0;49;Java;5.181132075471698;1.1433962264150943;67.92171293999999
yanzhenjie/SwipeRecyclerView;https://github.com/yanzhenjie/SwipeRecyclerView;5123;5.1;0;13;Java;4.8478260869565215;1.3840579710144927;55.046040302000016
wuhaoyu1990/MagicCamera;https://github.com/wuhaoyu1990/MagicCamera;5105;5.7;0;3;Java;3.535410764872521;1.4645892351274787;99.49660125999989
xxv/android-lifecycle;https://github.com/xxv/android-lifecycle;5100;7.4;0;3;Java;6.0;1.4285714285714286;0.0
CameraKit/camerakit-android;https://github.com/CameraKit/camerakit-android;5100;4.8;17;114;Java;3.4705882352941178;1.2521008403361344;19.63774747
JesusFreke/smali;https://github.com/JesusFreke/smali;5094;9.0;1;104;Java;6.3078260869565215;1.7365217391304348;244.271614296
KeepSafe/TapTargetView;https://github.com/KeepSafe/TapTargetView;5074;5.0;23;105;Java;4.4;1.125;3.1333662
spring-projects/spring-petclinic;https://github.com/spring-projects/spring-petclinic;5065;8.7;0;601;Java;6.560975609756097;1.2926829268292683;9.83163149
Vedenin/useful-java-links;https://github.com/Vedenin/useful-java-links;5059;5.6;0;93;Java;2.2954545454545454;1.018939393939394;12.681481709999998
frogermcs/InstaMaterial;https://github.com/frogermcs/InstaMaterial;5044;6.8;1;8;Java;4.728395061728395;1.5185185185185186;19.457997780000007
Karumi/Dexter;https://github.com/Karumi/Dexter;5035;5.8;33;97;Java;4.37037037037037;1.1851851851851851;13.132638625999999
micronaut-projects/micronaut-core;https://github.com/micronaut-projects/micronaut-core;5025;3.5;97;3258;Java;6.1833810888252145;1.3151862464183381;651.464890767
alibaba/UltraViewPager;https://github.com/alibaba/UltraViewPager;5024;4.5;10;9;Java;5.0;1.32;5.7376325900000005
wasabeef/Blurry;https://github.com/wasabeef/Blurry;5008;6.1;0;16;Java;4.8;0.9333333333333333;1.7541666999999999
twowaits/SDE-Interview-Questions;https://github.com/twowaits/SDE-Interview-Questions;5004;3.9;1;189;Java;0;0.5;0.0
wequick/Small;https://github.com/wequick/Small;4996;5.8;25;59;Java;3.7795698924731185;1.467741935483871;24.961528889999997
Trinea/android-common;https://github.com/Trinea/android-common;4993;9.2;1;9;Java;4.405405405405405;1.2342342342342343;50.605808370000005
careercup/ctci;https://github.com/careercup/ctci;4983;8.5;0;145;Java;1.9519230769230769;1.1153846153846154;50.626821410000005
apache/beam;https://github.com/apache/beam;4981;5.6;14;15481;Java;8.59951207995593;1.6438970646100575;2630.5714005800064
YunaiV/onemall;https://github.com/YunaiV/onemall;4967;2.4;0;19;Java;6.06318449873631;1.1381634372367313;161.75423363000004
traex/RippleEffect;https://github.com/traex/RippleEffect;4965;6.9;0;30;Java;3.25;1.3;2.5818252
crazycodeboy/react-native-splash-screen;https://github.com/crazycodeboy/react-native-splash-screen;4948;5.0;11;120;Java;3.0;1.1538461538461537;1.4166667
TommyLemon/Android-ZBLibrary;https://github.com/TommyLemon/Android-ZBLibrary;4948;6.1;25;14;Java;5.367924528301887;1.5566037735849056;89.35858421000002
spring-projects/spring-mvc-showcase;https://github.com/spring-projects/spring-mvc-showcase;4944;10.3;0;42;Java;5.084745762711864;1.1864406779661016;6.9636906
amitshekhariitbhu/RxJava2-Android-Samples;https://github.com/amitshekhariitbhu/RxJava2-Android-Samples;4942;5.0;0;32;Java;3.6451612903225805;1.2473118279569892;34.93888876999999
orhanobut/dialogplus;https://github.com/orhanobut/dialogplus;4929;6.7;9;49;Java;5.066666666666666;1.0;5.761136410000001
MinecraftForge/MinecraftForge;https://github.com/MinecraftForge/MinecraftForge;4904;9.6;0;4196;Java;6.599141016463851;2.282032927702219;422.22786538600093
Devlight/NavigationTabBar;https://github.com/Devlight/NavigationTabBar;4895;5.5;13;12;Java;3.9491525423728815;1.2881355932203389;5.91081467
journeyapps/zxing-android-embedded;https://github.com/journeyapps/zxing-android-embedded;4882;8.8;6;95;Java;5.340425531914893;1.351063829787234;32.89262367999999
Meituan-Dianping/Leaf;https://github.com/Meituan-Dianping/Leaf;4878;2.8;0;51;Java;3.3902439024390243;1.3902439024390243;10.42481991
yipianfengye/android-zxingLibrary;https://github.com/yipianfengye/android-zxingLibrary;4877;5.1;0;14;Java;4.622641509433962;1.3018867924528301;16.752713479999997
Ramotion/folding-cell-android;https://github.com/Ramotion/folding-cell-android;4847;5.4;0;20;Java;3.9545454545454546;1.2727272727272727;3.9118708399999997
andkulikov/Transitions-Everywhere;https://github.com/andkulikov/Transitions-Everywhere;4836;6.9;23;16;Java;6.865979381443299;1.675257731958763;39.847352349999994
claritylab/lucida;https://github.com/claritylab/lucida;4836;7.3;0;89;Java;5.869888475836431;1.5390334572490707;87.42015719599999
ZXZxin/ZXBlog;https://github.com/ZXZxin/ZXBlog;4815;2.6;0;0;Java;1.661764705882353;0.9852941176470589;1.2499999800000001
etsy/AndroidStaggeredGrid;https://github.com/etsy/AndroidStaggeredGrid;4791;7.8;7;40;Java;5.702702702702703;1.8108108108108107;11.726381700000001
rubensousa/GravitySnapHelper;https://github.com/rubensousa/GravitySnapHelper;4790;5.0;14;14;Java;5.666666666666667;1.5555555555555556;2.1749748
mybatis/generator;https://github.com/mybatis/generator;4778;8.6;9;402;Java;7.772382397572079;1.937784522003035;168.94350043399982
junit-team/junit5;https://github.com/junit-team/junit5;4763;6.7;51;917;Java;4.847931873479319;1.3532035685320356;351.85946640500003
socketio/socket.io-client-java;https://github.com/socketio/socket.io-client-java;4759;8.4;3;46;Java;1.9345794392523366;1.0981308411214954;13.92509924
danikula/AndroidVideoCache;https://github.com/danikula/AndroidVideoCache;4754;6.4;20;24;Java;4.769230769230769;1.4743589743589745;17.62624069
btraceio/btrace;https://github.com/btraceio/btrace;4743;7.0;27;113;Java;5.106267029972752;1.3065395095367847;127.34258187999995
saiwu-bigkoo/Android-ConvenientBanner;https://github.com/saiwu-bigkoo/Android-ConvenientBanner;4739;6.7;0;19;Java;4.666666666666667;1.4;7.13537684
gyoogle/tech-interview-for-developer;https://github.com/gyoogle/tech-interview-for-developer;4736;2.3;0;93;Java;1.2142857142857142;0.9285714285714286;1.84285719
google/cameraview;https://github.com/google/cameraview;4734;5.1;0;79;Java;4.767123287671233;1.2465753424657535;14.024967579999998
hibernate/hibernate-orm;https://github.com/hibernate/hibernate-orm;4731;10.9;16;4120;Java;6.397217827004219;1.7279799578059072;4445.276072626979
mcxiaoke/packer-ng-plugin;https://github.com/mcxiaoke/packer-ng-plugin;4727;5.8;1;11;Java;2.71875;1.34375;10.23624336
pardom-zz/ActiveAndroid;https://github.com/pardom-zz/ActiveAndroid;4725;8.8;0;146;Java;3.8412698412698414;1.9047619047619047;12.30954563
gabrielemariotti/cardslib;https://github.com/gabrielemariotti/cardslib;4723;8.0;27;57;Java;5.894088669950739;2.1748768472906406;196.33981078000008
facebook/shimmer-android;https://github.com/facebook/shimmer-android;4709;6.5;5;32;Java;7.5;1.625;2.55137635
DingMouRen/LayoutManagerGroup;https://github.com/DingMouRen/LayoutManagerGroup;4702;3.4;0;4;Java;4.875;1.546875;17.776493740000003
JodaOrg/joda-time;https://github.com/JodaOrg/joda-time;4687;10.3;32;164;Java;8.557347670250897;2.2795698924731185;266.79113278000005
ffay/lanproxy;https://github.com/ffay/lanproxy;4668;4.8;1;13;Java;4.171875;1.171875;17.633207930000005
square/sqlbrite;https://github.com/square/sqlbrite;4651;6.6;9;126;Java;4.654205607476635;1.3457943925233644;19.367009460000002
AriaLyy/Aria;https://github.com/AriaLyy/Aria;4631;5.6;26;19;Java;6.772667542706965;1.6228646517739815;261.01038362000014
hongyangAndroid/baseAdapter;https://github.com/hongyangAndroid/baseAdapter;4631;6.1;0;9;Java;4.784313725490196;1.2941176470588236;8.544445960000001
google/google-authenticator;https://github.com/google/google-authenticator;4626;6.9;0;44;Java;3.8225806451612905;1.6612903225806452;20.247049989999994
wdullaer/MaterialDateTimePicker;https://github.com/wdullaer/MaterialDateTimePicker;4613;6.7;54;161;Java;6.391891891891892;1.445945945945946;21.029421730000003
quartz-scheduler/quartz;https://github.com/quartz-scheduler/quartz;4605;5.5;2;264;Java;5.305797101449276;1.563768115942029;194.77193740999996
questdb/questdb;https://github.com/questdb/questdb;4594;7.4;36;821;Java;6.670893906588308;1.774203526136715;713.9649841819996
go-lang-plugin-org/go-lang-idea-plugin;https://github.com/go-lang-plugin-org/go-lang-idea-plugin;4590;11.0;21;655;Java;8.375992939099735;2.207413945278023;173.08308976500007
tomakehurst/wiremock;https://github.com/tomakehurst/wiremock;4586;9.9;4;543;Java;6.019486271036316;1.3427812223206377;196.388149282
danielzeller/Depth-LIB-Android-;https://github.com/danielzeller/Depth-LIB-Android-;4582;5.4;0;8;Java;3.7522935779816513;1.201834862385321;18.873746545
chentao0707/SimplifyReader;https://github.com/chentao0707/SimplifyReader;4576;6.1;0;12;Java;4.1295418641390205;1.377567140600316;131.66940089999997
SplashCodes/JAViewer;https://github.com/SplashCodes/JAViewer;4564;5.3;10;24;Java;5.7555555555555555;1.5888888888888888;37.173479740000005
jOOQ/jOOQ;https://github.com/jOOQ/jOOQ;4552;10.4;0;236;Java;11.990980392156862;2.5541176470588236;774.7624296849997
huangyanbin/smartTable;https://github.com/huangyanbin/smartTable;4541;3.8;44;4;Java;5.076712328767123;1.1863013698630136;57.59249509
PaperMC/Paper;https://github.com/PaperMC/Paper;4540;5.6;1;2108;Java;4.6;1.3;2.1416667
youlookwhat/CloudReader;https://github.com/youlookwhat/CloudReader;4538;4.8;23;5;Java;4.730769230769231;1.4743589743589745;94.34135483
alibaba/jvm-sandbox;https://github.com/alibaba/jvm-sandbox;4530;4.1;12;98;Java;3.260127931769723;1.2942430703624734;68.56492654999998
JakeWharton/NineOldAndroids;https://github.com/JakeWharton/NineOldAndroids;4528;9.8;0;24;Java;4.258992805755396;1.4244604316546763;30.95653921000001
Nepxion/Discovery;https://github.com/Nepxion/Discovery;4527;3.2;110;78;Java;4.919424460431655;1.3381294964028776;164.73758865699995
hazelcast/hazelcast;https://github.com/hazelcast/hazelcast;4526;9.5;52;12499;Java;8.90528538600087;1.8032420346562326;4111.212532625031
Flipboard/bottomsheet;https://github.com/Flipboard/bottomsheet;4515;6.4;10;70;Java;4.826086956521739;1.3478260869565217;10.335695039999997
jdamcd/android-crop;https://github.com/jdamcd/android-crop;4507;7.5;6;71;Java;4.15625;1.34375;6.533019839999999
raphw/byte-buddy;https://github.com/raphw/byte-buddy;4505;7.8;230;164;Java;6.47061061441887;1.6381966901274492;911.290559930997
kyleduo/SwitchButton;https://github.com/kyleduo/SwitchButton;4504;7.0;0;15;Java;4.214285714285714;1.3571428571428572;2.94059645
razerdp/BasePopup;https://github.com/razerdp/BasePopup;4504;5.7;15;10;Java;5.85387323943662;1.6848591549295775;159.67098088999992
OpenTSDB/opentsdb;https://github.com/OpenTSDB/opentsdb;4500;11.0;26;1108;Java;7.157614483493078;1.2875399361022364;224.20086986399994
zhanghai/Douya;https://github.com/zhanghai/Douya;4499;5.6;11;2;Java;6.0465863453815265;1.829718875502008;339.4375889380004
theonedev/onedev;https://github.com/theonedev/onedev;4498;2.8;63;36;Java;6.1137806761626905;1.5002574223442595;1259.0103243559968
vavr-io/vavr;https://github.com/vavr-io/vavr;4494;7.6;17;1528;Java;8.524642289348172;1.3052464228934817;201.46564574000007
romandanylyk/PageIndicatorView;https://github.com/romandanylyk/PageIndicatorView;4490;5.1;14;33;Java;5.438356164383562;1.4794520547945205;20.37000739
confluentinc/ksql;https://github.com/confluentinc/ksql;4486;5.0;8;5400;Java;8.94302606826122;1.2932007524858908;1028.9110825589999
frohoff/ysoserial;https://github.com/frohoff/ysoserial;4485;6.6;0;93;Java;5.3884297520661155;1.3305785123966942;14.838095490000002
jgilfelt/chuck;https://github.com/jgilfelt/chuck;4475;4.6;5;28;Java;5.767441860465116;1.3488372093023255;10.278688540000001
nisrulz/android-tips-tricks;https://github.com/nisrulz/android-tips-tricks;4470;5.0;0;19;Java;0.5;0.5;0.25
plantuml/plantuml;https://github.com/plantuml/plantuml;4464;10.9;0;150;Java;7.983262325015216;1.5706025562994521;853.4969221190006
spring-projects/spring-security-oauth;https://github.com/spring-projects/spring-security-oauth;4456;10.1;0;467;Java;6.283716283716283;1.6523476523476524;216.27666166799983
pili-engineering/PLDroidPlayer;https://github.com/pili-engineering/PLDroidPlayer;4448;6.3;38;61;Java;4.0;1.2627737226277371;22.022018959999993
gephi/gephi;https://github.com/gephi/gephi;4446;9.9;12;117;Java;4.393449781659388;1.6589519650655022;565.3676316800002
spring-cloud/spring-cloud-netflix;https://github.com/spring-cloud/spring-cloud-netflix;4444;7.2;2;891;Java;7.442105263157894;1.2421052631578948;41.55174034800001
square/android-times-square;https://github.com/square/android-times-square;4443;8.6;0;158;Java;4.36734693877551;1.2040816326530612;7.946247539999999
techGay/v9porn;https://github.com/techGay/v9porn;4437;3.4;9;15;Java;4.9192462987886945;1.339165545087483;118.28257209000002
HotBitmapGG/bilibili-android-client;https://github.com/HotBitmapGG/bilibili-android-client;4412;5.3;1;3;Java;4.9125;1.8142857142857143;254.45334833000024
alibaba/dexposed;https://github.com/alibaba/dexposed;4401;6.2;0;8;Java;2.8378378378378377;1.6486486486486487;13.12266658
hustcc/JS-Sorting-Algorithm;https://github.com/hustcc/JS-Sorting-Algorithm;4399;4.6;0;33;Java;3.3076923076923075;0.9230769230769231;1.2333333999999998
castorflex/SmoothProgressBar;https://github.com/castorflex/SmoothProgressBar;4390;7.8;9;30;Java;4.755102040816326;1.2040816326530612;8.101339009999998
flowable/flowable-engine;https://github.com/flowable/flowable-engine;4389;4.9;18;2100;Java;8.642266072565246;1.8390621684701889;2482.5103985860064
auth0/java-jwt;https://github.com/auth0/java-jwt;4387;7.5;29;265;Java;5.818181818181818;1.4805194805194806;26.045330360000005
lingochamp/okdownload;https://github.com/lingochamp/okdownload;4375;3.7;8;42;Java;6.421511627906977;1.2616279069767442;86.96404925
jankotek/mapdb;https://github.com/jankotek/mapdb;4373;9.1;0;119;Java;3.227272727272727;2.015151515151515;38.606148739999995
mcxiaoke/android-volley;https://github.com/mcxiaoke/android-volley;4359;8.3;0;45;Java;5.052631578947368;1.8796992481203008;29.026430442000006
sofastack/sofa-boot;https://github.com/sofastack/sofa-boot;4355;3.4;45;494;Java;5.325635103926097;1.2401847575057736;157.72696135999985
MindorksOpenSource/android-mvp-architecture;https://github.com/MindorksOpenSource/android-mvp-architecture;4340;4.6;0;22;Java;5.775510204081633;1.3741496598639455;38.61425780999999
alibaba/transmittable-thread-local;https://github.com/alibaba/transmittable-thread-local;4320;7.9;43;98;Java;4.882352941176471;1.2352941176470589;18.817013329999998
981011512/--;https://github.com/981011512/--;4318;1.2;0;18;Java;4.382142857142857;1.25;99.99576495000002
puniverse/quasar;https://github.com/puniverse/quasar;4312;8.5;18;67;Java;3.685185185185185;1.5348148148148149;246.05463413700002
baidu/uid-generator;https://github.com/baidu/uid-generator;4311;4.5;0;13;Java;2.769230769230769;1.2307692307692308;11.123358190000001
ElderDrivers/EdXposed;https://github.com/ElderDrivers/EdXposed;4295;2.6;27;122;Java;6.1042345276872965;1.6015200868621065;307.5931484200001
mapstruct/mapstruct;https://github.com/mapstruct/mapstruct;4290;9.3;20;862;Java;3.988108720271801;1.162797281993205;1213.9586756999975
firebase/FirebaseUI-Android;https://github.com/firebase/FirebaseUI-Android;4288;6.2;63;788;Java;10.048442906574394;1.986159169550173;93.45287324599994
Ashok-Varma/BottomNavigation;https://github.com/Ashok-Varma/BottomNavigation;4279;5.5;16;32;Java;7.290322580645161;1.3870967741935485;12.97066488
aporter/coursera-android;https://github.com/aporter/coursera-android;4277;7.7;0;36;Java;4.2282430213464695;1.4860426929392447;125.25747696999994
apache/groovy;https://github.com/apache/groovy;4270;6.4;0;1618;Java;5.756027347966895;2.355523569629363;819.9741202889995
LawnchairLauncher/lawnchair;https://github.com/LawnchairLauncher/lawnchair;4268;4.5;29;354;Java;8.497686715135492;1.5247851949768672;495.8816747070003
Jasonchenlijian/FastBle;https://github.com/Jasonchenlijian/FastBle;4268;5.1;8;11;Java;4.339622641509434;1.2830188679245282;15.317633559999999
alipay/SoloPi;https://github.com/alipay/SoloPi;4266;2.5;6;13;Java;4.6342129208371245;1.2047315741583258;193.53457290500006
bingoogolapple/BGARefreshLayout-Android;https://github.com/bingoogolapple/BGARefreshLayout-Android;4244;6.3;4;25;Java;5.116564417177914;1.3987730061349692;26.465759910000003
Tencent/GT;https://github.com/Tencent/GT;4225;5.7;3;5;Java;3.650522317188984;1.2981956315289649;206.37664701100005
jeasonlzy/ImagePicker;https://github.com/jeasonlzy/ImagePicker;4218;5.6;5;33;Java;5.753246753246753;1.4675324675324675;18.126164049999996
apache/hbase;https://github.com/apache/hbase;4195;7.3;11;3674;Java;9.302960620868065;1.5909744179361887;3507.3934858840144
deathmarine/Luyten;https://github.com/deathmarine/Luyten;4193;8.2;17;40;Java;2.330769230769231;1.5307692307692307;27.345509789999998
awsdocs/aws-doc-sdk-examples;https://github.com/awsdocs/aws-doc-sdk-examples;4184;5.1;0;1829;Java;6.53953488372093;1.0316279069767442;149.63679929499986
spring-projects/spring-data-examples;https://github.com/spring-projects/spring-data-examples;4181;7.6;0;177;Java;2.624886741165811;1.0089096949562066;984.9255440499853
roncoo/roncoo-pay;https://github.com/roncoo/roncoo-pay;4178;5.1;0;20;Java;5.151898734177215;1.2860759493670886;147.22200083999994
JanusGraph/janusgraph;https://github.com/JanusGraph/janusgraph;4171;4.7;19;1330;Java;7.281899109792285;1.4937685459940653;453.2621325360003
reactive-streams/reactive-streams-jvm;https://github.com/reactive-streams/reactive-streams-jvm;4160;7.5;0;278;Java;3.1044444444444443;1.2777777777777777;42.21901483
yasserg/crawler4j;https://github.com/yasserg/crawler4j;4159;9.7;3;185;Java;5.214285714285714;1.2976190476190477;28.95720144
grantland/android-autofittextview;https://github.com/grantland/android-autofittextview;4151;10.6;1;23;Java;4.777777777777778;1.2222222222222223;1.81815469
cglib/cglib;https://github.com/cglib/cglib;4151;7.5;15;88;Java;3.212424849699399;1.529058116232465;82.41688210499996
lettuce-io/lettuce-core;https://github.com/lettuce-io/lettuce-core;4146;7.3;93;219;Java;6.948139109212935;1.4575960951799878;339.4051299070002
microg/GmsCore;https://github.com/microg/GmsCore;4144;7.4;24;223;Java;5.180711610486892;1.6264044943820224;254.18519192200003
robinhood/ticker;https://github.com/robinhood/ticker;4144;5.2;9;49;Java;4.777777777777778;1.2962962962962963;10.66313693
2227324689/gpmall;https://github.com/2227324689/gpmall;4143;2.1;0;160;Java;5.056470588235294;1.3576470588235294;78.11185796
awangdev/LintCode;https://github.com/awangdev/LintCode;4137;6.4;0;13;Java;1.9047619047619047;0.9880952380952381;16.20396832
pedrovgs/AndroidWiFiADB;https://github.com/pedrovgs/AndroidWiFiADB;4131;5.9;8;11;Java;2.774193548387097;1.4516129032258065;10.115854199999998
hugeterry/CoordinatorTabLayout;https://github.com/hugeterry/CoordinatorTabLayout;4116;4.6;0;4;Java;5.0;1.3333333333333333;3.6125000000000003
google/google-java-format;https://github.com/google/google-java-format;4111;6.3;13;305;Java;5.657894736842105;1.4013157894736843;44.024895076
Jacksgong/JKeyboardPanelSwitch;https://github.com/Jacksgong/JKeyboardPanelSwitch;4111;6.2;14;9;Java;5.098039215686274;1.2745098039215685;13.24050978
ankidroid/Anki-Android;https://github.com/ankidroid/Anki-Android;4098;8.6;950;4002;Java;7.645535714285714;1.988392857142857;310.3545135560001
javagrowing/JGrowing;https://github.com/javagrowing/JGrowing;4087;2.5;0;21;Java;1.45;0.95;4.7666667
hansonwang99/Spring-Boot-In-Action;https://github.com/hansonwang99/Spring-Boot-In-Action;4080;2.6;0;15;Java;3.837037037037037;1.1111111111111112;29.462528359999997
