nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage;cbo;dit;lcom
zhisheng17/flink-learning;https://github.com/zhisheng17/flink-learning;10781;2.7;0;23;Java;3.6784968684759916;1.068893528183716;66.21593824000003
permissions-dispatcher/PermissionsDispatcher;https://github.com/permissions-dispatcher/PermissionsDispatcher;10763;6.1;40;293;Java;1.6083333333333334;1.2166666666666666;9.17330831
Netflix/eureka;https://github.com/Netflix/eureka;10713;9.1;141;818;Java;5.956815114709851;1.269905533063428;167.71596311600007
pagehelper/Mybatis-PageHelper;https://github.com/pagehelper/Mybatis-PageHelper;10628;7.3;8;38;Java;5.816326530612245;1.3877551020408163;18.09253513
antlr/antlr4;https://github.com/antlr/antlr4;10614;11.6;22;1474;Java;4.886919831223628;3.208438818565401;203.01285776200007
hyb1996/Auto.js;https://github.com/hyb1996/Auto.js;10455;4.6;0;42;Java;5.8113413304253;1.5823336968375137;303.65546988800014
google/guice;https://github.com/google/guice;10417;7.3;14;414;Java;3.9375840731772933;1.2862523540489643;289.0488496970004
ben-manes/caffeine;https://github.com/ben-manes/caffeine;10406;6.7;55;105;Java;4.685294117647059;1.6549019607843136;217.06239228800004
heibaiying/BigData-Notes;https://github.com/heibaiying/BigData-Notes;10402;2.5;0;21;Java;5.641025641025641;1.205128205128205;12.941666839999998
lipangit/JiaoZiVideoPlayer;https://github.com/lipangit/JiaoZiVideoPlayer;10387;5.6;78;72;Java;7.171428571428572;2.085714285714286;22.889225170000003
H07000223/FlycoTabLayout;https://github.com/H07000223/FlycoTabLayout;10387;5.8;4;22;Java;6.264705882352941;1.5;7.84142458
jeasonlzy/okhttp-OkGo;https://github.com/jeasonlzy/okhttp-OkGo;10373;5.7;14;19;Java;5.588397790055248;1.6187845303867403;66.50219531
java-decompiler/jd-gui;https://github.com/java-decompiler/jd-gui;10359;6.5;18;52;Java;4.526960784313726;2.411764705882353;98.50593458199992
seaswalker/spring-analysis;https://github.com/seaswalker/spring-analysis;10339;5.0;0;12;Java;2.3529411764705883;1.2058823529411764;3.13333337
lingochamp/FileDownloader;https://github.com/lingochamp/FileDownloader;10293;5.7;65;66;Java;4.511111111111111;1.6814814814814816;67.78916635
tbruyelle/RxPermissions;https://github.com/tbruyelle/RxPermissions;10232;5.9;11;75;Java;4.428571428571429;1.0476190476190477;3.65189995
JakeWharton/ViewPagerIndicator;https://github.com/JakeWharton/ViewPagerIndicator;10232;10.1;0;149;Java;5.358208955223881;2.208955223880597;13.901446459999999
codecentric/spring-boot-admin;https://github.com/codecentric/spring-boot-admin;10185;7.1;59;432;Java;7.401408450704225;1.3051643192488263;96.38912778999993
redis/jedis;https://github.com/redis/jedis;10037;11.2;49;1177;Java;3.5530973451327434;1.2013274336283186;99.90168074999998
code4craft/webmagic;https://github.com/code4craft/webmagic;10019;8.4;20;172;Java;4.563517915309446;1.1661237785016287;74.16957453999999
keycloak/keycloak;https://github.com/keycloak/keycloak;9963;8.2;11;8422;Java;8.030644548562746;1.7799164239584653;2683.1457236790066
mission-peace/interview;https://github.com/mission-peace/interview;9938;7.1;0;226;Java;2.0119760479041915;1.035928143712575;40.59530261000002
apache/zookeeper;https://github.com/apache/zookeeper;9830;12.5;0;1746;Java;5.991535671100363;2.0078597339782345;452.1426604100007
YoKeyword/Fragmentation;https://github.com/YoKeyword/Fragmentation;9704;5.5;30;43;Java;5.2140350877192985;1.7017543859649122;62.80662474999999
daniulive/SmarterStreaming;https://github.com/daniulive/SmarterStreaming;9681;5.5;0;1;Java;3.738372093023256;1.0465116279069768;13.637570590000001
liaohuqiu/android-Ultra-Pull-To-Refresh;https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh;9673;6.8;8;49;Java;3.993827160493827;1.3950617283950617;20.74425736
OpenAPITools/openapi-generator;https://github.com/OpenAPITools/openapi-generator;9630;3.3;42;5932;Java;5.069874476987447;1.3221757322175731;753.5310115790007
ksoichiro/Android-ObservableScrollView;https://github.com/ksoichiro/Android-ObservableScrollView;9622;6.8;0;25;Java;5.0;1.9613095238095237;62.482702150000016
alibaba/DataX;https://github.com/alibaba/DataX;9590;3.6;0;236;Java;4.537220843672457;2.0272952853598016;221.73049885199998
janishar/mit-deep-learning-book-pdf;https://github.com/janishar/mit-deep-learning-book-pdf;9577;4.4;3;6;Java;0;0.5;0.0
apache/pulsar;https://github.com/apache/pulsar;9575;5.2;50;8157;Java;7.228659644024701;1.732110424990919;1175.8075392379997
HarlonWang/AVLoadingIndicatorView;https://github.com/HarlonWang/AVLoadingIndicatorView;9553;5.9;1;24;Java;3.5268817204301075;1.7634408602150538;15.243864890000001
macrozheng/mall-learning;https://github.com/macrozheng/mall-learning;9532;2.4;0;34;Java;4.708708708708708;1.1561561561561562;108.47987668000005
pockethub/PocketHub;https://github.com/pockethub/PocketHub;9473;10.0;1;626;Java;6.544600938967136;1.4741784037558685;47.023916375999995
wasabeef/glide-transformations;https://github.com/wasabeef/glide-transformations;9457;6.7;0;44;Java;5.357142857142857;2.0714285714285716;12.279257180000002
google/auto;https://github.com/google/auto;9393;8.3;51;727;Java;3.9914367269267363;1.7164605137963844;142.07070287499994
react-native-camera/react-native-camera;https://github.com/react-native-camera/react-native-camera;9370;6.4;142;1041;Java;4.251121076233184;1.2152466367713004;47.27025114
umano/AndroidSlidingUpPanel;https://github.com/umano/AndroidSlidingUpPanel;9322;8.3;8;167;Java;4.666666666666667;1.2777777777777777;3.23627244
neo4j/neo4j;https://github.com/neo4j/neo4j;9291;8.8;72;9730;Java;7.382440476190476;1.4930555555555556;2591.445949726999
googlesamples/easypermissions;https://github.com/googlesamples/easypermissions;9245;5.7;12;114;Java;8.676470588235293;1.4411764705882353;15.784457099999996
thingsboard/thingsboard;https://github.com/thingsboard/thingsboard;9216;4.8;44;2192;Java;8.06576670128072;1.6119764624437523;714.7778025619987
perwendel/spark;https://github.com/perwendel/spark;9161;10.4;0;517;Java;4.5225225225225225;1.2927927927927927;54.15007401300001
square/javapoet;https://github.com/square/javapoet;9130;8.6;0;468;Java;4.45;1.14;25.769386459999993
navasmdc/MaterialDesignLibrary;https://github.com/navasmdc/MaterialDesignLibrary;9119;6.9;3;92;Java;4.481927710843373;1.7951807228915662;21.78579282
clojure/clojure;https://github.com/clojure/clojure;9089;11.2;0;88;Java;3.738537794299876;1.5613382899628252;111.3744455419999
bilibili/DanmakuFlameMaster;https://github.com/bilibili/DanmakuFlameMaster;9062;8.1;5;63;Java;5.132947976878612;1.6011560693641618;53.548726769999995
grpc/grpc-java;https://github.com/grpc/grpc-java;9048;6.8;96;5809;Java;6.020857208342884;1.512033004813202;786.8749133239995
MyCATApache/Mycat-Server;https://github.com/MyCATApache/Mycat-Server;9046;6.8;7;1205;Java;5.596899224806202;1.2953488372093023;441.47253163300013
jhy/jsoup;https://github.com/jhy/jsoup;9005;11.7;4;419;Java;5.493865030674846;1.8098159509202454;52.48043931000001
careercup/CtCI-6th-Edition;https://github.com/careercup/CtCI-6th-Edition;8995;6.2;0;160;Java;2.237704918032787;1.0672131147540984;77.562510756
apereo/cas;https://github.com/apereo/cas;8929;10.0;191;3919;Java;10.045744680851064;1.5825227963525836;1575.0146421399972
pxb1988/dex2jar;https://github.com/pxb1988/dex2jar;8928;6.5;4;19;Java;5.366269165247019;1.5434412265758093;112.89330358599994
koral--/android-gif-drawable;https://github.com/koral--/android-gif-drawable;8924;8.6;55;128;Java;6.0606060606060606;1.621212121212121;15.680495749999999
termux/termux-app;https://github.com/termux/termux-app;8922;5.9;88;217;Java;5.652;1.432;74.03700916000001
hackware1993/MagicIndicator;https://github.com/hackware1993/MagicIndicator;8854;5.2;12;11;Java;4.951923076923077;1.3269230769230769;22.0136382
zaproxy/zaproxy;https://github.com/zaproxy/zaproxy;8793;6.3;227;2648;Java;5.585581957309706;2.4522754732178815;1015.7810698469983
roughike/BottomBar;https://github.com/roughike/BottomBar;8452;5.5;4;139;Java;4.835820895522388;1.2686567164179106;9.76977989
GcsSloop/AndroidNote;https://github.com/GcsSloop/AndroidNote;8357;5.7;0;15;Java;4.333333333333333;1.2222222222222223;2.25948046
florent37/MaterialViewPager;https://github.com/florent37/MaterialViewPager;8226;6.4;11;35;Java;4.444444444444445;1.2666666666666666;8.00756187
alibaba/atlas;https://github.com/alibaba/atlas;7993;4.5;7;55;Java;5.859225512528474;1.4469248291571755;587.1403426049999
crossoverJie/cim;https://github.com/crossoverJie/cim;7936;3.3;7;36;Java;4.80225988700565;1.2768361581920904;42.58466720600003
HannahMitt/HomeMirror;https://github.com/HannahMitt/HomeMirror;7904;6.1;0;20;Java;2.6865671641791047;1.0597014925373134;8.88891264
amitshekhariitbhu/Android-Debug-Database;https://github.com/amitshekhariitbhu/Android-Debug-Database;7887;4.8;12;51;Java;4.080645161290323;1.2580645161290323;13.789353909999999
ChrisRM/material-theme-jetbrains;https://github.com/ChrisRM/material-theme-jetbrains;7885;6.0;17;99;Java;4.315642458100559;2.2486033519553073;72.42328063999999
newbee-ltd/newbee-mall;https://github.com/newbee-ltd/newbee-mall;7857;2.0;0;6;Java;4.9222222222222225;1.0555555555555556;31.44550687
firebase/quickstart-android;https://github.com/firebase/quickstart-android;7824;5.4;0;540;Java;5.116666666666666;1.3666666666666667;44.66424157
MindorksOpenSource/android-interview-questions;https://github.com/MindorksOpenSource/android-interview-questions;7821;4.2;0;84;Java;0;0.5;0.0
huanghaibin-dev/CalendarView;https://github.com/huanghaibin-dev/CalendarView;7818;4.5;0;22;Java;6.531073446327683;2.146892655367232;55.163568720000015
Netflix/SimianArmy;https://github.com/Netflix/SimianArmy;7792;9.2;4;224;Java;5.826797385620915;1.4183006535947713;85.15717322999997
jwtk/jjwt;https://github.com/jwtk/jjwt;7750;7.0;0;219;Java;3.8986486486486487;2.074324324324324;34.779726200000006
guolindev/LitePal;https://github.com/guolindev/LitePal;7724;8.6;0;7;Java;4.985148514851486;1.6435643564356435;49.744721009999985
JakeWharton/hugo;https://github.com/JakeWharton/hugo;7700;7.8;0;58;Java;5.0;1.0;1.2
trello/RxLifecycle;https://github.com/trello/RxLifecycle;7681;6.1;22;157;Java;6.353658536585366;1.6341463414634145;9.48149363
hs-web/hsweb-framework;https://github.com/hs-web/hsweb-framework;7660;5.6;22;64;Java;6.094476744186046;1.2296511627906976;145.77450403
shwenzhang/AndResGuard;https://github.com/shwenzhang/AndResGuard;7646;5.9;4;48;Java;3.373134328358209;1.4776119402985075;28.24981776
square/moshi;https://github.com/square/moshi;7590;7.1;0;672;Java;4.071641791044776;1.1940298507462686;39.62806956700001
airbnb/epoxy;https://github.com/airbnb/epoxy;7509;5.1;68;454;Java;5.9601449275362315;1.9365942028985508;207.4195617599999
kaushikgopal/RxJava-Android-Samples;https://github.com/kaushikgopal/RxJava-Android-Samples;7489;7.1;0;68;Java;6.551724137931035;1.8045977011494252;22.131467739999998
dropwizard/metrics;https://github.com/dropwizard/metrics;7420;11.5;70;1533;Java;5.319467554076539;1.3344425956738768;154.73304086999997
OpenFeign/feign;https://github.com/OpenFeign/feign;7400;8.2;20;697;Java;4.633408071748879;1.797085201793722;132.68010845999987
aritraroy/UltimateAndroidReference;https://github.com/aritraroy/UltimateAndroidReference;7367;4.4;0;105;Java;0.5;0.5;0.25
macrozheng/mall-swarm;https://github.com/macrozheng/mall-swarm;7346;1.8;1;17;Java;3.865284974093264;1.2370466321243523;275.1743159200005
google/agera;https://github.com/google/agera;7296;5.7;16;125;Java;6.305841924398625;1.2371134020618557;60.19242296
react-native-image-picker/react-native-image-picker;https://github.com/react-native-image-picker/react-native-image-picker;7279;6.3;83;395;Java;5.0;1.2307692307692308;2.29697906
square/dagger;https://github.com/square/dagger;7278;9.1;0;293;Java;3.159313725490196;1.2303921568627452;39.766965420000005
facebook/litho;https://github.com/facebook/litho;7264;4.6;46;438;Java;7.485929319371728;1.2657068062827226;561.3668494890004
Bearded-Hen/Android-Bootstrap;https://github.com/Bearded-Hen/Android-Bootstrap;7236;7.9;5;70;Java;6.875;1.65;36.883628030000004
resilience4j/resilience4j;https://github.com/resilience4j/resilience4j;7235;6.3;29;683;Java;7.021333333333334;1.5928888888888888;223.9876862659998
cymcsg/UltimateRecyclerView;https://github.com/cymcsg/UltimateRecyclerView;7229;6.6;9;109;Java;5.201044386422977;1.6892950391644908;87.44902685
apache/shardingsphere-elasticjob;https://github.com/apache/shardingsphere-elasticjob;7224;6.0;26;900;Java;5.860402684563758;1.2577181208053692;164.42850582099993
lecho/hellocharts-android;https://github.com/lecho/hellocharts-android;7214;6.9;14;45;Java;6.383116883116883;1.655844155844156;47.96543513999999
pedant/sweet-alert-dialog;https://github.com/pedant/sweet-alert-dialog;7205;6.9;2;28;Java;4.117647058823529;1.1764705882352942;4.01162169
JakeWharton/ActionBarSherlock;https://github.com/JakeWharton/ActionBarSherlock;7177;10.5;32;253;Java;6.11214953271028;1.9672897196261683;107.34259259000001
crazycodeboy/TakePhoto;https://github.com/crazycodeboy/TakePhoto;7157;6.1;15;13;Java;4.964285714285714;1.2321428571428572;18.77545025
vipshop/vjtools;https://github.com/vipshop/vjtools;7145;3.3;9;51;Java;3.126315789473684;1.2736842105263158;89.92484508
geeeeeeeeek/WeChatLuckyMoney;https://github.com/geeeeeeeeek/WeChatLuckyMoney;7110;5.9;20;62;Java;5.136363636363637;1.3181818181818181;5.282102500000001
google/tsunami-security-scanner;https://github.com/google/tsunami-security-scanner;7106;1.3;4;13;Java;5.980487804878049;1.5317073170731708;33.308757289999996
koush/AndroidAsync;https://github.com/koush/AndroidAsync;7095;9.0;0;142;Java;3.6066176470588234;1.5294117647058822;73.437922
leolin310148/ShortcutBadger;https://github.com/leolin310148/ShortcutBadger;7066;7.8;0;69;Java;5.125;1.125;9.898437659999999
gedoor/MyBookshelf;https://github.com/gedoor/MyBookshelf;7035;3.2;160;193;Java;6.294629898403484;1.455732946298984;173.3433295499999
signalapp/Signal-Server;https://github.com/signalapp/Signal-Server;7016;7.8;0;83;Java;6.753246753246753;1.2935064935064935;233.40444363499995
davemorrissey/subsampling-scale-image-view;https://github.com/davemorrissey/subsampling-scale-image-view;6998;8.0;21;60;Java;5.5479452054794525;1.5616438356164384;13.35855217
doocs/leetcode;https://github.com/doocs/leetcode;6961;3.0;16;541;Java;2.0987654320987654;0.9876543209876543;11.104484269999997
ogaclejapan/SmartTabLayout;https://github.com/ogaclejapan/SmartTabLayout;6949;6.6;0;30;Java;6.217391304347826;1.608695652173913;10.412930945
google/android-classyshark;https://github.com/google/android-classyshark;6861;5.9;17;99;Java;3.1549295774647885;1.272300469483568;50.72255367999999
hongyangAndroid/okhttputils;https://github.com/hongyangAndroid/okhttputils;6859;6.1;0;28;Java;3.676056338028169;1.4366197183098592;15.392507629999999
Qihoo360/RePlugin;https://github.com/Qihoo360/RePlugin;6854;4.3;17;187;Java;5.133037694013304;1.4146341463414633;122.36960122200001
apache/cassandra;https://github.com/apache/cassandra;6846;12.3;0;1194;Java;7.635051226327228;1.7371934181931077;1764.958732518002
swagger-api/swagger-core;https://github.com/swagger-api/swagger-core;6832;10.2;66;1414;Java;4.9823788546255505;1.2431718061674009;144.3155365549999
alibaba/otter;https://github.com/alibaba/otter;6784;8.1;10;53;Java;4.925154320987654;1.4567901234567902;360.5278222559999
dyc87112/SpringCloud-Learning;https://github.com/dyc87112/SpringCloud-Learning;6774;5.1;0;9;Java;5.8498402555910545;1.0415335463258786;95.08738871999999
barteksc/AndroidPdfViewer;https://github.com/barteksc/AndroidPdfViewer;6745;5.3;0;67;Java;4.862068965517241;1.2241379310344827;13.940169680000002
zhoutaoo/SpringCloud;https://github.com/zhoutaoo/SpringCloud;6743;4.1;0;86;Java;6.475609756097561;1.434959349593496;23.556944490000003
kevin-wayne/algs4;https://github.com/kevin-wayne/algs4;6737;6.0;0;51;Java;4.055147058823529;1.0110294117647058;95.19808882999996
java-native-access/jna;https://github.com/java-native-access/jna;6732;10.4;0;705;Java;4.755929279862009;2.491159982751186;573.270742063
hongyangAndroid/AndroidAutoLayout;https://github.com/hongyangAndroid/AndroidAutoLayout;6717;5.8;0;11;Java;5.7594936708860756;1.9746835443037976;20.521554830000003
goldze/MVVMHabit;https://github.com/goldze/MVVMHabit;6652;4.1;3;6;Java;3.571875;1.26875;43.30526415999998
DroidPluginTeam/DroidPlugin;https://github.com/DroidPluginTeam/DroidPlugin;6632;6.0;2;57;Java;3.298602287166455;4.382465057179162;82.47595111999996
KunMinX/Jetpack-MVVM-Best-Practice;https://github.com/KunMinX/Jetpack-MVVM-Best-Practice;6618;1.9;0;41;Java;4.721311475409836;1.3934426229508197;24.027856490000005
naman14/Timber;https://github.com/naman14/Timber;6612;6.2;5;148;Java;5.387665198237886;1.4581497797356828;87.75889988
abel533/Mapper;https://github.com/abel533/Mapper;6596;6.8;2;81;Java;4.911214953271028;1.2313084112149533;80.306829344
seven332/EhViewer;https://github.com/seven332/EhViewer;6579;7.3;97;73;Java;7.132890365448505;1.818936877076412;172.66593188500008
yanzhenjie/AndPermission;https://github.com/yanzhenjie/AndPermission;6545;5.0;0;21;Java;3.970414201183432;1.1597633136094674;24.489978990000004
NLPchina/elasticsearch-sql;https://github.com/NLPchina/elasticsearch-sql;6494;7.0;165;236;Java;9.056338028169014;1.323943661971831;49.265173473000004
uber/RIBs;https://github.com/uber/RIBs;6470;3.9;4;206;Java;4.46829268292683;1.273170731707317;30.784408096000003
Exrick/xmall;https://github.com/Exrick/xmall;6406;4.1;0;17;Java;4.220820189274448;1.1577287066246056;136.7297202160001
apache/dolphinscheduler;https://github.com/apache/dolphinscheduler;6395;2.5;17;3335;Java;6.167164179104478;1.3291044776119403;402.3568357360009
Angel-ML/angel;https://github.com/Angel-ML/angel;6385;4.4;19;557;Java;8.19224467504096;1.7695248498088476;518.1891510850008
zendesk/android-floating-action-button;https://github.com/zendesk/android-floating-action-button;6342;7.0;0;85;Java;5.318181818181818;1.5909090909090908;3.8715094
yuanguangxin/LeetCode;https://github.com/yuanguangxin/LeetCode;6303;1.7;0;4;Java;1.218978102189781;0.9927007299270073;23.630556230000007
koush/ion;https://github.com/koush/ion;6282;8.3;0;72;Java;4.520689655172414;1.4551724137931035;35.987599146
apache/storm;https://github.com/apache/storm;6272;7.8;0;3411;Java;5.569974046715911;1.295268516669994;1323.7610539540037
json-path/JsonPath;https://github.com/json-path/JsonPath;6247;10.6;7;288;Java;4.6880733944954125;1.510703363914373;63.00698015800003
vinc3m1/RoundedImageView;https://github.com/vinc3m1/RoundedImageView;6246;8.6;19;51;Java;7.875;1.6875;3.52372944
gocd/gocd;https://github.com/gocd/gocd;6229;7.7;68;6445;Java;8.122321134190571;1.270359380151665;1370.322564769999
GrenderG/Toasty;https://github.com/GrenderG/Toasty;6227;4.6;19;36;Java;3.823529411764706;1.0;1.7123931099999998
lenve/VBlog;https://github.com/lenve/VBlog;6214;3.7;0;10;Java;4.4;1.0;8.20683632
spring-projects/spring-security;https://github.com/spring-projects/spring-security;6209;9.7;74;1725;Java;7.345502529140092;1.54849351220585;970.0190412789977
wildfirechat/server;https://github.com/wildfirechat/server;6208;2.6;48;17;Java;6.935643564356436;1.5358910891089108;245.4864765679999
Meituan-Dianping/walle;https://github.com/Meituan-Dianping/walle;6194;4.7;1;37;Java;3.1157894736842104;1.1789473684210525;27.448354399999996
k9mail/k-9;https://github.com/k9mail/k-9;6180;10.6;112;2312;Java;4.9817073170731705;1.3851626016260163;226.2126513999999
ionic-team/capacitor;https://github.com/ionic-team/capacitor;6168;3.8;63;1900;Java;5.757142857142857;1.4428571428571428;22.986508459999996
markzhai/AndroidPerformanceMonitor;https://github.com/markzhai/AndroidPerformanceMonitor;6167;5.7;0;32;Java;4.0181818181818185;1.2545454545454546;18.97677924
google/closure-compiler;https://github.com/google/closure-compiler;6144;7.4;0;1100;Java;7.235315445975345;1.5072516316171138;784.5549442699995
ikew0ng/SwipeBackLayout;https://github.com/ikew0ng/SwipeBackLayout;6124;8.0;0;29;Java;4.7368421052631575;1.3157894736842106;4.79724634
rengwuxian/MaterialEditText;https://github.com/rengwuxian/MaterialEditText;6106;6.9;19;58;Java;5.444444444444445;1.2592592592592593;3.16407205
flyway/flyway;https://github.com/flyway/flyway;6100;8.7;109;466;Java;5.898;1.574;122.90958954499989
zo0r/react-native-push-notification;https://github.com/zo0r/react-native-push-notification;6086;5.7;34;340;Java;6.1;1.2;6.969630899999999
guardianproject/haven;https://github.com/guardianproject/haven;6069;4.5;37;159;Java;6.7375;1.375;23.222528410000006
SonarSource/sonarqube;https://github.com/SonarSource/sonarqube;6067;10.7;11;3273;Java;7.737240569116303;1.1926641430622633;2642.668476217005
rey5137/material;https://github.com/rey5137/material;6064;6.8;10;52;Java;6.490196078431373;1.6405228758169934;94.36046071999999
pedrovgs/EffectiveAndroidUI;https://github.com/pedrovgs/EffectiveAndroidUI;6061;7.2;0;11;Java;4.378378378378378;1.3243243243243243;17.185999169999995
NanoHttpd/nanohttpd;https://github.com/NanoHttpd/nanohttpd;6051;9.1;3;204;Java;4.310344827586207;1.7793103448275862;29.956625789999997
dromara/Sa-Token;https://github.com/dromara/Sa-Token;6049;1.6;20;11;Java;4.868852459016393;1.273224043715847;45.797997540000004
google/physical-web;https://github.com/google/physical-web;6038;6.9;17;561;Java;4.75796178343949;1.2802547770700636;38.541868380000004
TechEmpower/FrameworkBenchmarks;https://github.com/TechEmpower/FrameworkBenchmarks;6024;8.5;15;5580;Java;4.630794701986755;1.2317880794701987;132.52779246999995
processing/processing;https://github.com/processing/processing;5989;8.6;48;1042;Java;3.6717226435536294;1.6229685807150596;206.91796615000004
NLPchina/ansj_seg;https://github.com/NLPchina/ansj_seg;5984;9.0;3;93;Java;6.225806451612903;1.1797235023041475;55.35735521
smuyyh/BookReader;https://github.com/smuyyh/BookReader;5965;5.1;0;12;Java;4.7785714285714285;1.4357142857142857;127.93569535999991
antoniolg/androidmvp;https://github.com/antoniolg/androidmvp;5956;7.4;0;23;Java;3.066666666666667;1.2;2.59259268
singwhatiwanna/dynamic-load-apk;https://github.com/singwhatiwanna/dynamic-load-apk;5949;7.5;0;53;Java;5.73015873015873;1.4126984126984128;19.555213180000003
zouzg/mybatis-generator-gui;https://github.com/zouzg/mybatis-generator-gui;5946;5.3;16;57;Java;7.0;1.45;16.790123700000002
daimajia/NumberProgressBar;https://github.com/daimajia/NumberProgressBar;5937;7.4;3;23;Java;2.7142857142857144;1.1428571428571428;1.53356645
li-xiaojun/XPopup;https://github.com/li-xiaojun/XPopup;5923;2.8;155;15;Java;4.6931034482758625;1.5827586206896551;47.13703582999999
aa112901/remusic;https://github.com/aa112901/remusic;5915;5.5;0;3;Java;5.184397163120567;1.4515366430260048;201.64811038599996
wyouflf/xUtils3;https://github.com/wyouflf/xUtils3;5904;5.9;9;22;Java;5.200913242009133;1.4018264840182648;64.70162439999999
ArthurHub/Android-Image-Cropper;https://github.com/ArthurHub/Android-Image-Cropper;5883;6.7;32;98;Java;7.536585365853658;1.3414634146341464;12.270475289999998
react-native-video/react-native-video;https://github.com/react-native-video/react-native-video;5840;6.5;5;529;Java;7.146341463414634;1.2682926829268293;13.094487079999999
Graylog2/graylog2-server;https://github.com/Graylog2/graylog2-server;5838;11.3;28;5634;Java;8.454505971769816;1.426058631921824;1144.6305795259977
kekingcn/kkFileView;https://github.com/kekingcn/kkFileView;5833;3.7;10;145;Java;5.170940170940171;1.1367521367521367;40.74323349000001
AsyncHttpClient/async-http-client;https://github.com/AsyncHttpClient/async-http-client;5821;10.5;0;522;Java;5.8493150684931505;1.487062404870624;141.8729082
springside/springside4;https://github.com/springside/springside4;5806;9.5;3;124;Java;3.1550632911392404;1.2721518987341771;66.73907184999999
cryptomator/cryptomator;https://github.com/cryptomator/cryptomator;5768;7.6;111;166;Java;8.400611620795107;1.3180428134556574;101.43991497999993
ityouknow/spring-cloud-examples;https://github.com/ityouknow/spring-cloud-examples;5757;4.4;0;27;Java;3.7540983606557377;1.0;1.9166667
JakeWharton/u2020;https://github.com/JakeWharton/u2020;5734;7.8;0;242;Java;6.17037037037037;1.4148148148148147;33.294744390000005
Nightonke/BoomMenu;https://github.com/Nightonke/BoomMenu;5731;5.5;0;7;Java;5.577586206896552;1.5517241379310345;14.328186129999999
weibocom/motan;https://github.com/weibocom/motan;5723;5.4;16;199;Java;5.8850415512465375;1.4709141274238227;185.62046888000006
prolificinteractive/material-calendarview;https://github.com/prolificinteractive/material-calendarview;5720;6.6;22;225;Java;6.382022471910112;1.5168539325842696;23.492259600000004
Devlight/InfiniteCycleViewPager;https://github.com/Devlight/InfiniteCycleViewPager;5699;5.1;2;6;Java;4.928571428571429;1.5952380952380953;8.1847898
google/error-prone;https://github.com/google/error-prone;5692;7.1;15;1334;Java;6.2857866734228525;1.524448948568533;519.9313946680005
real-logic/aeron;https://github.com/real-logic/aeron;5677;7.6;77;619;Java;8.03674832962138;1.269487750556793;315.3053258549998
daimajia/AndroidImageSlider;https://github.com/daimajia/AndroidImageSlider;5645;7.3;5;49;Java;4.0;1.546875;11.0185718
nhaarman/ListViewAnimations;https://github.com/nhaarman/ListViewAnimations;5642;8.5;14;78;Java;6.427536231884058;2.0434782608695654;30.7574576
sohutv/cachecloud;https://github.com/sohutv/cachecloud;5639;5.6;5;42;Java;3.755671902268761;1.1489237929028504;306.6930327680005
Tencent/Shadow;https://github.com/Tencent/Shadow;5628;2.2;2;172;Java;4.266253869969041;1.7507739938080495;108.94264187999998
JakeWharton/DiskLruCache;https://github.com/JakeWharton/DiskLruCache;5619;9.7;0;50;Java;3.0;1.2307692307692308;5.24255727
react-native-svg/react-native-svg;https://github.com/react-native-svg/react-native-svg;5615;5.6;75;362;Java;7.572916666666667;2.9375;27.37374557
wasabeef/richeditor-android;https://github.com/wasabeef/richeditor-android;5612;6.5;0;36;Java;2.3636363636363638;1.1136363636363635;0.9765625
sshahine/JFoenix;https://github.com/sshahine/JFoenix;5607;6.0;0;157;Java;6.903755868544601;1.619718309859155;111.60543164000002
apache/tomcat;https://github.com/apache/tomcat;5585;9.9;0;442;Java;5.222461170848268;1.955794504181601;1419.5809892199995
ximsfei/Android-skin-support;https://github.com/ximsfei/Android-skin-support;5579;4.7;0;25;Java;6.115479115479116;1.3882063882063882;121.68407737999995
febsteam/FEBS-Shiro;https://github.com/febsteam/FEBS-Shiro;5571;3.5;0;67;Java;6.609467455621302;1.331360946745562;31.4328238
amlcurran/ShowcaseView;https://github.com/amlcurran/ShowcaseView;5563;9.1;13;137;Java;5.303030303030303;1.378787878787879;13.91187348
joelittlejohn/jsonschema2pojo;https://github.com/joelittlejohn/jsonschema2pojo;5557;8.2;58;320;Java;6.5534351145038165;1.133587786259542;66.25485859500004
lets-blade/blade;https://github.com/lets-blade/blade;5550;6.3;9;180;Java;4.6947368421052635;1.256140350877193;66.72185006600002
metersphere/metersphere;https://github.com/metersphere/metersphere;5532;1.6;97;3046;Java;5.710718635809988;1.3252131546894033;414.17464236300066
hongyangAndroid/FlowLayout;https://github.com/hongyangAndroid/FlowLayout;5524;6.0;0;16;Java;4.2;1.3714285714285714;6.37820504
apache/jmeter;https://github.com/apache/jmeter;5518;11.3;0;656;Java;6.065921130076515;2.348440258975868;778.4196147059995
dmytrodanylyk/circular-progress-button;https://github.com/dmytrodanylyk/circular-progress-button;5517;7.3;0;27;Java;3.923076923076923;1.2564102564102564;4.90432808
emilsjolander/StickyListHeaders;https://github.com/emilsjolander/StickyListHeaders;5515;9.5;16;133;Java;4.704545454545454;1.3636363636363635;7.71642985
alibaba/COLA;https://github.com/alibaba/COLA;5513;3.6;3;60;Java;4.006191950464396;1.411764705882353;57.570282999999996
