nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage
emilsjolander/StickyListHeaders;https://github.com/emilsjolander/StickyListHeaders;5516;9.5;16;133;Java
apache/jmeter;https://github.com/apache/jmeter;5513;11.3;0;656;Java
metersphere/metersphere;https://github.com/metersphere/metersphere;5509;1.6;95;3022;Java
yarolegovich/DiscreteScrollView;https://github.com/yarolegovich/DiscreteScrollView;5504;4.5;2;21;Java
rabbitmq/rabbitmq-tutorials;https://github.com/rabbitmq/rabbitmq-tutorials;5504;11.0;0;200;Java
alibaba/COLA;https://github.com/alibaba/COLA;5499;3.6;3;60;Java
k0shk0sh/FastHub;https://github.com/k0shk0sh/FastHub;5497;4.6;63;370;Java
rest-assured/rest-assured;https://github.com/rest-assured/rest-assured;5494;10.9;0;240;Java
liyifeng1994/ssm;https://github.com/liyifeng1994/ssm;5493;5.2;0;32;Java
alibaba/freeline;https://github.com/alibaba/freeline;5474;5.1;22;57;Java
facebookarchive/rebound;https://github.com/facebookarchive/rebound;5472;7.9;10;45;Java
jpush/aurora-imui;https://github.com/jpush/aurora-imui;5470;4.7;42;146;Java
sockeqwe/mosby;https://github.com/sockeqwe/mosby;5457;6.5;15;80;Java
mrniko/netty-socketio;https://github.com/mrniko/netty-socketio;5446;9.7;3;117;Java
dm77/barcodescanner;https://github.com/dm77/barcodescanner;5409;7.5;6;76;Java
jgilfelt/SystemBarTint;https://github.com/jgilfelt/SystemBarTint;5402;7.8;3;10;Java
apache/zeppelin;https://github.com/apache/zeppelin;5389;6.5;0;4215;Java
evant/gradle-retrolambda;https://github.com/evant/gradle-retrolambda;5384;8.1;37;54;Java
lightbend/config;https://github.com/lightbend/config;5379;9.8;0;258;Java
evernote/android-job;https://github.com/evernote/android-job;5375;6.1;31;61;Java
wxiaoqi/Spring-Cloud-Platform;https://github.com/wxiaoqi/Spring-Cloud-Platform;5343;4.3;3;12;Java
haifengl/smile;https://github.com/haifengl/smile;5337;6.8;22;171;Java
languagetool-org/languagetool;https://github.com/languagetool-org/languagetool;5332;8.1;0;1780;Java
springfox/springfox;https://github.com/springfox/springfox;5328;9.3;12;517;Java
debezium/debezium;https://github.com/debezium/debezium;5325;5.6;0;2685;Java
robolectric/robolectric;https://github.com/robolectric/robolectric;5315;11.0;75;4279;Java
google/grafika;https://github.com/google/grafika;5312;7.7;1;20;Java
amitshekhariitbhu/Fast-Android-Networking;https://github.com/amitshekhariitbhu/Fast-Android-Networking;5295;5.5;8;39;Java
lucasr/twoway-view;https://github.com/lucasr/twoway-view;5272;8.6;0;48;Java
XRecyclerView/XRecyclerView;https://github.com/XRecyclerView/XRecyclerView;5263;5.8;0;30;Java
hanks-zyh/HTextView;https://github.com/hanks-zyh/HTextView;5258;5.7;0;21;Java
MindorksOpenSource/from-java-to-kotlin;https://github.com/MindorksOpenSource/from-java-to-kotlin;5249;4.3;0;58;Java
yixia/VitamioBundle;https://github.com/yixia/VitamioBundle;5233;8.9;0;17;Java
commonsguy/cw-omnibus;https://github.com/commonsguy/cw-omnibus;5229;9.5;36;20;Java
Alluxio/alluxio;https://github.com/Alluxio/alluxio;5221;8.7;48;12785;Java
testcontainers/testcontainers-java;https://github.com/testcontainers/testcontainers-java;5212;6.4;51;2927;Java
scribejava/scribejava;https://github.com/scribejava/scribejava;5208;11.0;7;423;Java
pentaho/pentaho-kettle;https://github.com/pentaho/pentaho-kettle;5207;7.9;1;8103;Java
square/otto;https://github.com/square/otto;5207;9.2;0;90;Java
h2pl/Java-Tutorial;https://github.com/h2pl/Java-Tutorial;5204;3.4;0;8;Java
apache/incubator-shenyu;https://github.com/apache/incubator-shenyu;5198;3.2;3;1136;Java
changmingxie/tcc-transaction;https://github.com/changmingxie/tcc-transaction;5197;5.8;2;40;Java
apache/dubbo-spring-boot-project;https://github.com/apache/dubbo-spring-boot-project;5177;3.6;13;221;Java
graphql-java/graphql-java;https://github.com/graphql-java/graphql-java;5173;6.2;38;1334;Java
gzu-liyujiang/AndroidPicker;https://github.com/gzu-liyujiang/AndroidPicker;5172;5.9;39;18;Java
Yalantis/Side-Menu.Android;https://github.com/Yalantis/Side-Menu.Android;5167;6.7;2;18;Java
intuit/karate;https://github.com/intuit/karate;5155;4.6;43;318;Java
thinkaurelius/titan;https://github.com/thinkaurelius/titan;5141;9.5;0;266;Java
h6ah4i/android-advancedrecyclerview;https://github.com/h6ah4i/android-advancedrecyclerview;5139;6.6;1;69;Java
motianhuo/wechat;https://github.com/motianhuo/wechat;5138;6.3;0;5;Java
527515025/springBoot;https://github.com/527515025/springBoot;5134;4.8;0;49;Java
yanzhenjie/SwipeRecyclerView;https://github.com/yanzhenjie/SwipeRecyclerView;5123;5.1;0;13;Java
JodaOrg/joda-time;https://github.com/JodaOrg/joda-time;4685;10.3;32;164;Java
ffay/lanproxy;https://github.com/ffay/lanproxy;4664;4.8;1;13;Java
square/sqlbrite;https://github.com/square/sqlbrite;4652;6.6;9;126;Java
AriaLyy/Aria;https://github.com/AriaLyy/Aria;4627;5.6;26;19;Java
google/google-authenticator;https://github.com/google/google-authenticator;4616;6.9;0;44;Java
wdullaer/MaterialDateTimePicker;https://github.com/wdullaer/MaterialDateTimePicker;4612;6.7;54;161;Java
go-lang-plugin-org/go-lang-idea-plugin;https://github.com/go-lang-plugin-org/go-lang-idea-plugin;4590;11.0;21;655;Java
tomakehurst/wiremock;https://github.com/tomakehurst/wiremock;4586;9.9;4;542;Java
questdb/questdb;https://github.com/questdb/questdb;4580;7.4;36;809;Java
SplashCodes/JAViewer;https://github.com/SplashCodes/JAViewer;4562;5.3;10;24;Java
jOOQ/jOOQ;https://github.com/jOOQ/jOOQ;4546;10.4;0;236;Java
youlookwhat/CloudReader;https://github.com/youlookwhat/CloudReader;4538;4.8;23;5;Java
huangyanbin/smartTable;https://github.com/huangyanbin/smartTable;4536;3.8;44;4;Java
alibaba/jvm-sandbox;https://github.com/alibaba/jvm-sandbox;4528;4.1;12;98;Java
JakeWharton/NineOldAndroids;https://github.com/JakeWharton/NineOldAndroids;4528;9.7;0;24;Java
PaperMC/Paper;https://github.com/PaperMC/Paper;4528;5.6;1;2102;Java
Nepxion/Discovery;https://github.com/Nepxion/Discovery;4521;3.2;110;78;Java
Flipboard/bottomsheet;https://github.com/Flipboard/bottomsheet;4515;6.4;10;70;Java
jdamcd/android-crop;https://github.com/jdamcd/android-crop;4506;7.5;6;71;Java
kyleduo/SwitchButton;https://github.com/kyleduo/SwitchButton;4503;7.0;0;15;Java
raphw/byte-buddy;https://github.com/raphw/byte-buddy;4500;7.8;230;164;Java
razerdp/BasePopup;https://github.com/razerdp/BasePopup;4500;5.6;15;10;Java
OpenTSDB/opentsdb;https://github.com/OpenTSDB/opentsdb;4495;11.0;26;1108;Java
vavr-io/vavr;https://github.com/vavr-io/vavr;4489;7.6;17;1528;Java
confluentinc/ksql;https://github.com/confluentinc/ksql;4480;4.9;8;5391;Java
theonedev/onedev;https://github.com/theonedev/onedev;4476;2.8;63;36;Java
frohoff/ysoserial;https://github.com/frohoff/ysoserial;4473;6.6;0;91;Java
jgilfelt/chuck;https://github.com/jgilfelt/chuck;4469;4.6;5;28;Java
nisrulz/android-tips-tricks;https://github.com/nisrulz/android-tips-tricks;4467;5.0;0;19;Java
spring-projects/spring-security-oauth;https://github.com/spring-projects/spring-security-oauth;4455;10.1;0;467;Java
pili-engineering/PLDroidPlayer;https://github.com/pili-engineering/PLDroidPlayer;4448;6.3;38;61;Java
plantuml/plantuml;https://github.com/plantuml/plantuml;4448;10.8;0;146;Java
spring-cloud/spring-cloud-netflix;https://github.com/spring-cloud/spring-cloud-netflix;4443;7.2;2;891;Java
square/android-times-square;https://github.com/square/android-times-square;4443;8.6;0;158;Java
gephi/gephi;https://github.com/gephi/gephi;4441;9.9;12;117;Java
techGay/v9porn;https://github.com/techGay/v9porn;4433;3.4;9;15;Java
HotBitmapGG/bilibili-android-client;https://github.com/HotBitmapGG/bilibili-android-client;4413;5.3;1;3;Java
alibaba/dexposed;https://github.com/alibaba/dexposed;4399;6.2;0;8;Java
hustcc/JS-Sorting-Algorithm;https://github.com/hustcc/JS-Sorting-Algorithm;4396;4.6;0;33;Java
castorflex/SmoothProgressBar;https://github.com/castorflex/SmoothProgressBar;4390;7.8;9;30;Java
auth0/java-jwt;https://github.com/auth0/java-jwt;4383;7.5;29;265;Java
flowable/flowable-engine;https://github.com/flowable/flowable-engine;4379;4.9;18;2100;Java
jankotek/mapdb;https://github.com/jankotek/mapdb;4371;9.1;0;119;Java
lingochamp/okdownload;https://github.com/lingochamp/okdownload;4371;3.7;8;42;Java
mcxiaoke/android-volley;https://github.com/mcxiaoke/android-volley;4360;8.3;0;45;Java
sofastack/sofa-boot;https://github.com/sofastack/sofa-boot;4354;3.4;45;493;Java
orientechnologies/orientdb;https://github.com/orientechnologies/orientdb;4345;8.7;168;869;Java
MindorksOpenSource/android-mvp-architecture;https://github.com/MindorksOpenSource/android-mvp-architecture;4340;4.6;0;22;Java
alibaba/transmittable-thread-local;https://github.com/alibaba/transmittable-thread-local;4312;7.9;43;97;Java
981011512/--;https://github.com/981011512/--;4311;1.2;0;17;Java
puniverse/quasar;https://github.com/puniverse/quasar;4308;8.4;18;67;Java
baidu/uid-generator;https://github.com/baidu/uid-generator;4307;4.5;0;13;Java
ElderDrivers/EdXposed;https://github.com/ElderDrivers/EdXposed;4292;2.6;27;122;Java
Ashok-Varma/BottomNavigation;https://github.com/Ashok-Varma/BottomNavigation;4279;5.5;16;32;Java
mapstruct/mapstruct;https://github.com/mapstruct/mapstruct;4278;9.3;20;862;Java
aporter/coursera-android;https://github.com/aporter/coursera-android;4276;7.7;0;36;Java
apache/groovy;https://github.com/apache/groovy;4268;6.4;0;1618;Java
LawnchairLauncher/lawnchair;https://github.com/LawnchairLauncher/lawnchair;4261;4.5;29;354;Java
alipay/SoloPi;https://github.com/alipay/SoloPi;4253;2.5;6;13;Java
bingoogolapple/BGARefreshLayout-Android;https://github.com/bingoogolapple/BGARefreshLayout-Android;4244;6.3;4;25;Java
Tencent/GT;https://github.com/Tencent/GT;4224;5.7;3;5;Java
jeasonlzy/ImagePicker;https://github.com/jeasonlzy/ImagePicker;4215;5.6;5;33;Java
apache/hbase;https://github.com/apache/hbase;4191;7.3;11;3662;Java
deathmarine/Luyten;https://github.com/deathmarine/Luyten;4191;8.2;17;40;Java
roncoo/roncoo-pay;https://github.com/roncoo/roncoo-pay;4176;5.1;0;20;Java
spring-projects/spring-data-examples;https://github.com/spring-projects/spring-data-examples;4175;7.6;0;177;Java
awsdocs/aws-doc-sdk-examples;https://github.com/awsdocs/aws-doc-sdk-examples;4172;5.1;0;1783;Java
yasserg/crawler4j;https://github.com/yasserg/crawler4j;4158;9.7;3;185;Java
reactive-streams/reactive-streams-jvm;https://github.com/reactive-streams/reactive-streams-jvm;4156;7.5;0;278;Java
grantland/android-autofittextview;https://github.com/grantland/android-autofittextview;4150;10.6;1;23;Java
robinhood/ticker;https://github.com/robinhood/ticker;4144;5.1;9;49;Java
2227324689/gpmall;https://github.com/2227324689/gpmall;4142;2.1;0;159;Java
microg/GmsCore;https://github.com/microg/GmsCore;4138;7.4;24;223;Java
lettuce-io/lettuce-core;https://github.com/lettuce-io/lettuce-core;4138;7.3;93;218;Java
awangdev/LintCode;https://github.com/awangdev/LintCode;4137;6.4;0;13;Java
pedrovgs/AndroidWiFiADB;https://github.com/pedrovgs/AndroidWiFiADB;4131;5.9;8;11;Java
hugeterry/CoordinatorTabLayout;https://github.com/hugeterry/CoordinatorTabLayout;4114;4.6;0;4;Java
Jacksgong/JKeyboardPanelSwitch;https://github.com/Jacksgong/JKeyboardPanelSwitch;4110;6.2;14;9;Java
ankidroid/Anki-Android;https://github.com/ankidroid/Anki-Android;4092;8.6;950;3998;Java
hansonwang99/Spring-Boot-In-Action;https://github.com/hansonwang99/Spring-Boot-In-Action;4083;2.6;0;15;Java
ChadCSong/ShineButton;https://github.com/ChadCSong/ShineButton;4068;5.2;2;8;Java
trinodb/trino;https://github.com/trinodb/trino;4012;2.6;0;6345;Java
Exrick/xpay;https://github.com/Exrick/xpay;3987;3.7;0;2;Java
youtube/api-samples;https://github.com/youtube/api-samples;4050;7.7;0;85;Java
codingapi/tx-lcn;https://github.com/codingapi/tx-lcn;4026;3.8;14;98;Java
zhanglei-workspace/shopping-management-system;https://github.com/zhanglei-workspace/shopping-management-system;3975;5.8;0;15;Java
getActivity/AndroidProject;https://github.com/getActivity/AndroidProject;3974;2.9;15;5;Java
rengwuxian/RxJavaSamples;https://github.com/rengwuxian/RxJavaSamples;3972;5.5;3;8;Java
BoltsFramework/Bolts-Android;https://github.com/BoltsFramework/Bolts-Android;3966;7.6;11;94;Java
apache/ignite;https://github.com/apache/ignite;3964;6.6;0;9228;Java
ongakuer/CircleIndicator;https://github.com/ongakuer/CircleIndicator;3962;7.1;7;23;Java
qstumn/BadgeView;https://github.com/qstumn/BadgeView;3960;4.6;5;6;Java
ThirtyDegreesRay/OpenHub;https://github.com/ThirtyDegreesRay/OpenHub;3957;4.2;31;66;Java
alibaba/jstorm;https://github.com/alibaba/jstorm;3954;8.0;22;90;Java
CodingDocs/springboot-guide;https://github.com/CodingDocs/springboot-guide;3942;2.8;0;17;Java
airbytehq/airbyte;https://github.com/airbytehq/airbyte;3935;1.1;74;3087;Java
JoanZapata/android-iconify;https://github.com/JoanZapata/android-iconify;3924;8.2;0;38;Java
stleary/JSON-java;https://github.com/stleary/JSON-java;3907;10.7;13;273;Java
lcodecorex/TwinklingRefreshLayout;https://github.com/lcodecorex/TwinklingRefreshLayout;3901;5.5;0;4;Java
phishman3579/java-algorithms-implementation;https://github.com/phishman3579/java-algorithms-implementation;3853;7.8;0;127;Java
roboguice/roboguice;https://github.com/roboguice/roboguice;3822;9.1;0;72;Java
luckybilly/CC;https://github.com/luckybilly/CC;3809;3.8;0;31;Java
AntennaPod/AntennaPod;https://github.com/AntennaPod/AntennaPod;3762;9.1;39;2319;Java
zzhoujay/RichText;https://github.com/zzhoujay/RichText;3689;6.1;0;11;Java
lzyzsd/CircleProgress;https://github.com/lzyzsd/CircleProgress;3674;6.9;0;29;Java
bisq-network/bisq;https://github.com/bisq-network/bisq;3663;7.5;113;2861;Java
eirslett/frontend-maven-plugin;https://github.com/eirslett/frontend-maven-plugin;3629;8.0;0;286;Java
pqpo/SmartCropper;https://github.com/pqpo/SmartCropper;3628;4.1;13;7;Java
dongjunkun/DropDownMenu;https://github.com/dongjunkun/DropDownMenu;3562;6.2;2;3;Java
Atmosphere/atmosphere;https://github.com/Atmosphere/atmosphere;3535;11.2;0;351;Java
cabaletta/baritone;https://github.com/cabaletta/baritone;3527;3.1;56;334;Java
Netflix/conductor;https://github.com/Netflix/conductor;3520;4.8;259;1093;Java
linkedin/datahub;https://github.com/linkedin/datahub;3518;5.8;27;2442;Java
arimorty/floatingsearchview;https://github.com/arimorty/floatingsearchview;3512;5.8;0;55;Java
lygttpod/SuperTextView;https://github.com/lygttpod/SuperTextView;3510;4.9;39;5;Java
codeestX/GeekNews;https://github.com/codeestX/GeekNews;3493;5.1;0;14;Java
google/open-location-code;https://github.com/google/open-location-code;3490;6.9;5;271;Java
xcc3641/SeeWeather;https://github.com/xcc3641/SeeWeather;3487;5.5;2;8;Java
openhab/openhab1-addons;https://github.com/openhab/openhab1-addons;3479;8.0;14;3182;Java
JakeWharton/ThreeTenABP;https://github.com/JakeWharton/ThreeTenABP;3474;6.2;0;48;Java
querydsl/querydsl;https://github.com/querydsl/querydsl;3468;10.1;34;1168;Java
CameraKit/blurkit-android;https://github.com/CameraKit/blurkit-android;3462;4.8;3;20;Java
andremion/Music-Player;https://github.com/andremion/Music-Player;3456;5.3;2;4;Java
davideas/FlexibleAdapter;https://github.com/davideas/FlexibleAdapter;3454;6.4;30;43;Java
TeamAmaze/AmazeFileManager;https://github.com/TeamAmaze/AmazeFileManager;3450;7.2;52;1242;Java
stfalcon-studio/ChatKit;https://github.com/stfalcon-studio/ChatKit;3449;4.6;1;63;Java
facebookarchive/react-native-fbsdk;https://github.com/facebookarchive/react-native-fbsdk;3003;6.1;22;217;Java
lovetuzitong/MultiImageSelector;https://github.com/lovetuzitong/MultiImageSelector;3001;6.4;2;19;Java
fishercoder1534/Leetcode;https://github.com/fishercoder1534/Leetcode;3000;5.1;0;144;Java
KingJA/LoadSir;https://github.com/KingJA/LoadSir;3000;4.0;6;22;Java
uber/NullAway;https://github.com/uber/NullAway;2995;4.0;0;296;Java
woxingxiao/BubbleSeekBar;https://github.com/woxingxiao/BubbleSeekBar;2995;4.8;12;13;Java
dmytrodanylyk/android-process-button;https://github.com/dmytrodanylyk/android-process-button;2994;7.4;1;16;Java
Marswin/MarsDaemon;https://github.com/Marswin/MarsDaemon;2993;5.7;0;2;Java
stephanenicolas/robospice;https://github.com/stephanenicolas/robospice;2992;9.0;1;97;Java
Polidea/RxAndroidBle;https://github.com/Polidea/RxAndroidBle;2983;5.6;45;232;Java
burhanrashid52/PhotoEditor;https://github.com/burhanrashid52/PhotoEditor;2977;3.6;13;74;Java
lenve/JavaEETest;https://github.com/lenve/JavaEETest;2967;4.7;0;47;Java
immutables/immutables;https://github.com/immutables/immutables;2966;8.2;6;298;Java
didi/LogiKM;https://github.com/didi/LogiKM;2961;1.5;11;185;Java
jd-alexander/LikeButton;https://github.com/jd-alexander/LikeButton;2960;5.7;14;15;Java
android-notes/Cockroach;https://github.com/android-notes/Cockroach;2958;4.6;1;1;Java
jasonross/Nuwa;https://github.com/jasonross/Nuwa;2958;5.8;0;2;Java
aragozin/jvm-tools;https://github.com/aragozin/jvm-tools;2957;9.4;0;32;Java
h2database/h2database;https://github.com/h2database/h2database;2950;6.4;12;1539;Java
mplushnikov/lombok-intellij-plugin;https://github.com/mplushnikov/lombok-intellij-plugin;2948;7.9;116;241;Java
zaaach/CityPicker;https://github.com/zaaach/CityPicker;2939;5.5;2;7;Java
WeiYe-Jing/datax-web;https://github.com/WeiYe-Jing/datax-web;2937;1.8;5;125;Java
zendesk/maxwell;https://github.com/zendesk/maxwell;2934;6.6;175;860;Java
udacity/Sunshine-Version-2;https://github.com/udacity/Sunshine-Version-2;2931;6.5;0;251;Java
CheckChe0803/flink-recommandSystem-demo;https://github.com/CheckChe0803/flink-recommandSystem-demo;2927;2.3;0;15;Java
florent37/ShapeOfView;https://github.com/florent37/ShapeOfView;2922;3.6;0;12;Java
mxdldev/android-mvp-mvvm-flytour;https://github.com/mxdldev/android-mvp-mvvm-flytour;2922;2.7;11;3;Java
java8/Java8InAction;https://github.com/java8/Java8InAction;2921;7.9;0;14;Java
yarolegovich/SlidingRootNav;https://github.com/yarolegovich/SlidingRootNav;2913;4.5;1;8;Java
yusugomori/DeepLearning;https://github.com/yusugomori/DeepLearning;2905;8.7;0;13;Java
javaee/jersey;https://github.com/javaee/jersey;2903;9.3;30;338;Java
jacoco/jacoco;https://github.com/jacoco/jacoco;2901;9.2;43;557;Java
ZieIony/Carbon;https://github.com/ZieIony/Carbon;2899;6.6;2;11;Java
edmodo/cropper;https://github.com/edmodo/cropper;2897;8.1;0;40;Java
ManuelPeinado/FadingActionBar;https://github.com/ManuelPeinado/FadingActionBar;2896;8.3;0;20;Java
JackyAndroid/AndroidChromium;https://github.com/JackyAndroid/AndroidChromium;2893;5.2;2;5;Java
googlesamples/android-vision;https://github.com/googlesamples/android-vision;2892;6.2;0;41;Java
react-native-share/react-native-share;https://github.com/react-native-share/react-native-share;2885;5.9;62;355;Java
FasterXML/jackson-databind;https://github.com/FasterXML/jackson-databind;2883;9.7;0;558;Java
KunMinX/Linkage-RecyclerView;https://github.com/KunMinX/Linkage-RecyclerView;2881;2.4;0;1;Java
YahooArchive/anthelion;https://github.com/YahooArchive/anthelion;2878;5.9;0;1;Java
race604/FlyRefresh;https://github.com/race604/FlyRefresh;2878;6.3;2;2;Java
evrencoskun/TableView;https://github.com/evrencoskun/TableView;2877;4.2;12;76;Java
ballerina-platform/ballerina-lang;https://github.com/ballerina-platform/ballerina-lang;2875;4.8;94;18980;Java
saulmm/Android-Material-Examples;https://github.com/saulmm/Android-Material-Examples;2874;6.9;0;5;Java
subhra74/xdm;https://github.com/subhra74/xdm;2873;3.5;3;49;Java
baomidou/dynamic-datasource-spring-boot-starter;https://github.com/baomidou/dynamic-datasource-spring-boot-starter;2868;3.4;6;50;Java
NotFound9/interviewGuide;https://github.com/NotFound9/interviewGuide;2868;5.4;0;8;Java
ltsopensource/light-task-scheduler;https://github.com/ltsopensource/light-task-scheduler;2866;6.9;29;337;Java
guolindev/booksource;https://github.com/guolindev/booksource;2865;4.9;0;3;Java
gouthampradhan/leetcode;https://github.com/gouthampradhan/leetcode;2863;4.5;0;13;Java
donglua/PhotoPicker;https://github.com/donglua/PhotoPicker;2861;6.2;13;69;Java
nic-delhi/AarogyaSetu_Android;https://github.com/nic-delhi/AarogyaSetu_Android;2856;1.3;0;173;Java
watabou/pixel-dungeon;https://github.com/watabou/pixel-dungeon;2855;7.1;0;26;Java
iwgang/CountdownView;https://github.com/iwgang/CountdownView;2854;5.9;3;7;Java
vaticle/typedb;https://github.com/vaticle/typedb;2853;5.2;71;4124;Java
alibaba/QLExpress;https://github.com/alibaba/QLExpress;2852;4.5;0;23;Java
SpecialCyCi/AndroidResideMenu;https://github.com/SpecialCyCi/AndroidResideMenu;2851;7.7;7;18;Java
openaphid/android-flip;https://github.com/openaphid/android-flip;2851;9.3;0;13;Java
obsidiandynamics/kafdrop;https://github.com/obsidiandynamics/kafdrop;2849;2.3;41;101;Java
nanchen2251/RxJava2Examples;https://github.com/nanchen2251/RxJava2Examples;2849;4.2;0;0;Java
jiangqqlmj/FastDev4Android;https://github.com/jiangqqlmj/FastDev4Android;2847;5.9;4;2;Java
CrawlScript/WebCollector;https://github.com/CrawlScript/WebCollector;2840;7.2;0;23;Java
bmelnychuk/AndroidTreeView;https://github.com/bmelnychuk/AndroidTreeView;2836;6.6;0;16;Java
jprante/elasticsearch-jdbc;https://github.com/jprante/elasticsearch-jdbc;2835;9.3;19;102;Java
osmandapp/OsmAnd;https://github.com/osmandapp/OsmAnd;2835;10.6;1;4408;Java
yanzhenjie/AndServer;https://github.com/yanzhenjie/AndServer;2832;5.2;0;18;Java
apollographql/apollo-android;https://github.com/apollographql/apollo-android;2830;4.9;69;1866;Java
w446108264/XhsEmoticonsKeyboard;https://github.com/w446108264/XhsEmoticonsKeyboard;2830;6.5;7;2;Java
JulienGenoud/android-percent-support-lib-sample;https://github.com/JulienGenoud/android-percent-support-lib-sample;2827;6.2;2;2;Java
jindrapetrik/jpexs-decompiler;https://github.com/jindrapetrik/jpexs-decompiler;2824;7.3;114;109;Java
AweiLoveAndroid/CommonDevKnowledge;https://github.com/AweiLoveAndroid/CommonDevKnowledge;2818;3.7;0;3;Java
alibaba/Alink;https://github.com/alibaba/Alink;2817;2.9;10;24;Java
szerhusenBC/jwt-spring-security-demo;https://github.com/szerhusenBC/jwt-spring-security-demo;2809;5.5;3;19;Java
square/flow;https://github.com/square/flow;2803;8.0;0;147;Java
mzule/ActivityRouter;https://github.com/mzule/ActivityRouter;2803;5.4;3;14;Java
jiajunhui/PlayerBase;https://github.com/jiajunhui/PlayerBase;2798;4.4;18;10;Java
LandGrey/SpringBootVulExploit;https://github.com/LandGrey/SpringBootVulExploit;2786;1.3;0;3;Java
florent37/ExpectAnim;https://github.com/florent37/ExpectAnim;2784;4.5;1;10;Java
FinalTeam/RxGalleryFinal;https://github.com/FinalTeam/RxGalleryFinal;2783;5.4;1;26;Java
DiUS/java-faker;https://github.com/DiUS/java-faker;2781;10.3;0;455;Java
jenkinsci/blueocean-plugin;https://github.com/jenkinsci/blueocean-plugin;2778;5.6;27;2147;Java
Tencent/MSEC;https://github.com/Tencent/MSEC;2773;4.8;0;8;Java
JakeWharton/scalpel;https://github.com/JakeWharton/scalpel;2773;7.7;0;12;Java
Teevity/ice;https://github.com/Teevity/ice;2772;8.2;3;96;Java
JCTools/JCTools;https://github.com/JCTools/JCTools;2772;7.8;15;143;Java
google/binnavi;https://github.com/google/binnavi;2766;6.1;3;64;Java
apache/nifi;https://github.com/apache/nifi;2765;6.7;0;5356;Java
airbnb/airpal;https://github.com/airbnb/airpal;2760;7.3;0;129;Java
bin456789/Unblock163MusicClient-Xposed;https://github.com/bin456789/Unblock163MusicClient-Xposed;2759;5.6;13;4;Java
googlearchive/android-Camera2Basic;https://github.com/googlearchive/android-Camera2Basic;2754;7.2;0;30;Java
liquibase/liquibase;https://github.com/liquibase/liquibase;2750;10.2;59;1476;Java
north2016/T-MVP;https://github.com/north2016/T-MVP;2746;5.3;0;4;Java
Yalantis/GuillotineMenu-Android;https://github.com/Yalantis/GuillotineMenu-Android;2745;6.2;2;7;Java
RobotiumTech/robotium;https://github.com/RobotiumTech/robotium;2741;11.7;0;88;Java
JackyAndroid/AndroidTVLauncher;https://github.com/JackyAndroid/AndroidTVLauncher;2736;5.4;3;15;Java
Nightonke/CoCoin;https://github.com/Nightonke/CoCoin;2736;5.9;0;10;Java
wenmingvs/AndroidProcess;https://github.com/wenmingvs/AndroidProcess;2720;5.6;0;2;Java
TangoAgency/material-intro-screen;https://github.com/TangoAgency/material-intro-screen;2720;5.0;4;57;Java
Mojang/brigadier;https://github.com/Mojang/brigadier;2718;7.0;3;59;Java
code-troopers/android-betterpickers;https://github.com/code-troopers/android-betterpickers;2718;8.5;16;127;Java
PhilippC/keepass2android;https://github.com/PhilippC/keepass2android;2717;4.0;16;80;Java
fengjundev/Android-Skin-Loader;https://github.com/fengjundev/Android-Skin-Loader;2714;6.2;0;7;Java
liuyangming/ByteTCC;https://github.com/liuyangming/ByteTCC;2708;5.6;17;3;Java
saulmm/CoordinatorBehaviorExample;https://github.com/saulmm/CoordinatorBehaviorExample;2708;6.1;0;8;Java
pedrovgs/Algorithms;https://github.com/pedrovgs/Algorithms;2707;6.8;0;59;Java
harjot-oberai/MusicDNA;https://github.com/harjot-oberai/MusicDNA;2707;5.4;2;16;Java
oguzbilgener/CircularFloatingActionMenu;https://github.com/oguzbilgener/CircularFloatingActionMenu;2706;7.1;0;13;Java
bastillion-io/Bastillion;https://github.com/bastillion-io/Bastillion;2702;8.6;11;79;Java
AbrahamCaiJin/CommonUtilLibrary;https://github.com/AbrahamCaiJin/CommonUtilLibrary;2702;4.4;0;7;Java
oshi/oshi;https://github.com/oshi/oshi;2700;9.6;119;1006;Java
android/user-interface-samples;https://github.com/android/user-interface-samples;2697;2.0;1;99;Java
awaitility/awaitility;https://github.com/awaitility/awaitility;2696;11.6;0;100;Java
tyzlmjj/PagerBottomTabStrip;https://github.com/tyzlmjj/PagerBottomTabStrip;2694;6.0;12;2;Java
jfeinstein10/JazzyViewPager;https://github.com/jfeinstein10/JazzyViewPager;2693;8.6;0;10;Java
lizhangqu/CoreLink;https://github.com/lizhangqu/CoreLink;2693;6.4;0;2;Java
sockeqwe/AdapterDelegates;https://github.com/sockeqwe/AdapterDelegates;2692;6.1;16;47;Java
jtablesaw/tablesaw;https://github.com/jtablesaw/tablesaw;2685;5.7;74;373;Java
jMonkeyEngine/jmonkeyengine;https://github.com/jMonkeyEngine/jmonkeyengine;2685;7.5;38;849;Java
amitshekhariitbhu/awesome-android-complete-reference;https://github.com/amitshekhariitbhu/awesome-android-complete-reference;2678;5.2;0;17;Java
JohnPersano/SuperToasts;https://github.com/JohnPersano/SuperToasts;2676;8.3;5;22;Java
flavioarfaria/KenBurnsView;https://github.com/flavioarfaria/KenBurnsView;2676;7.5;4;16;Java
glomadrian/Grav;https://github.com/glomadrian/Grav;2668;4.4;0;1;Java
