nameWithOwner;url;star;age;lastUpdate;releases;issuesOpen;issuesClosed;issuesProportion;pullRequests;primaryLanguage
lukasz-madon/awesome-remote-job;https://github.com/lukasz-madon/awesome-remote-job;20853;2431;0;0;3;39;0.07692307692307693;512;None
mattermost/mattermost-server;https://github.com/mattermost/mattermost-server;20825;2267;0;262;716;5185;0.1380906460945034;10720;Go
ccxt/ccxt;https://github.com/ccxt/ccxt;20819;1568;0;0;500;5481;0.09122422915526364;3301;JavaScript
SwiftyJSON/SwiftyJSON;https://github.com/SwiftyJSON/SwiftyJSON;20814;2629;0;21;109;571;0.19089316987740806;215;Swift
ReactiveX/RxSwift;https://github.com/ReactiveX/RxSwift;20802;2335;0;70;5;1132;0.00441696113074205;724;Swift
vuejs/devtools;https://github.com/vuejs/devtools;20801;2526;0;49;310;861;0.3600464576074332;217;TypeScript
bevacqua/dragula;https://github.com/bevacqua/dragula;20793;2329;0;0;94;406;0.2315270935960591;57;JavaScript
android/architecture-components-samples;https://github.com/android/architecture-components-samples;20748;1572;0;0;126;526;0.23954372623574144;205;Kotlin
mochajs/mocha;https://github.com/mochajs/mocha;20724;3827;0;67;223;2509;0.08888003188521323;1112;JavaScript
google/iosched;https://github.com/google/iosched;20720;2706;0;2;37;184;0.20108695652173914;62;Kotlin
googlehosts/hosts;https://github.com/googlehosts/hosts;20719;1485;0;0;61;348;0.1752873563218391;50;None
facebook/draft-js;https://github.com/facebook/draft-js;20718;2017;0;26;725;951;0.7623554153522608;212;JavaScript
inconshreveable/ngrok;https://github.com/inconshreveable/ngrok;20717;3084;0;0;298;402;0.7412935323383084;34;Go
jamiebuilds/the-super-tiny-compiler;https://github.com/jamiebuilds/the-super-tiny-compiler;20671;1997;0;0;0;0;None;20;JavaScript
seata/seata;https://github.com/seata/seata;20648;975;0;31;502;1741;0.2883400344629523;1314;Java
firstcontributions/first-contributions;https://github.com/firstcontributions/first-contributions;20638;1804;0;0;59;310;0.19032258064516128;35312;None
facebook/rocksdb;https://github.com/facebook/rocksdb;20619;3194;0;140;407;1888;0.2155720338983051;556;C++
vapor/vapor;https://github.com/vapor/vapor;20612;2049;0;414;71;1339;0.05302464525765497;990;Swift
Wox-launcher/Wox;https://github.com/Wox-launcher/Wox;20595;2810;0;38;699;2383;0.29332773814519514;280;C#
usablica/intro.js;https://github.com/usablica/intro.js;20591;3094;0;28;27;644;0.04192546583850932;267;JavaScript
swagger-api/swagger-ui;https://github.com/swagger-api/swagger-ui;20588;3697;0;198;611;3944;0.15491886409736308;1994;JavaScript
feathericons/feather;https://github.com/feathericons/feather;20580;2649;0;50;327;219;1.4931506849315068;92;JavaScript
labstack/echo;https://github.com/labstack/echo;20546;2373;0;85;43;1152;0.03732638888888889;411;Go
rollup/rollup;https://github.com/rollup/rollup;20533;2298;0;292;324;2334;0.13881748071979436;1310;JavaScript
matterport/Mask_RCNN;https://github.com/matterport/Mask_RCNN;20480;1409;0;3;1648;773;2.131953428201811;65;Python
paularmstrong/normalizr;https://github.com/paularmstrong/normalizr;20417;2566;0;25;21;278;0.07553956834532374;98;JavaScript
NativeScript/NativeScript;https://github.com/NativeScript/NativeScript;20400;2373;0;99;920;5349;0.17199476537670594;2752;TypeScript
Meituan-Dianping/mpvue;https://github.com/Meituan-Dianping/mpvue;20347;1271;0;19;421;1264;0.33306962025316456;64;JavaScript
lovell/sharp;https://github.com/lovell/sharp;20346;2931;0;40;114;2446;0.04660670482420278;200;JavaScript
pugjs/pug;https://github.com/pugjs/pug;20334;4085;0;22;245;2251;0.10884051532652154;499;JavaScript
mongodb/mongo;https://github.com/mongodb/mongo;20307;4609;0;0;0;0;None;114;C++
HeroTransitions/Hero;https://github.com/HeroTransitions/Hero;20291;1738;0;37;175;402;0.43532338308457713;110;Swift
fastify/fastify;https://github.com/fastify/fastify;20281;1795;0;185;67;1142;0.05866900175131348;1666;JavaScript
openfaas/faas;https://github.com/openfaas/faas;20275;1711;0;145;25;716;0.034916201117318434;647;Go
ColorlibHQ/gentelella;https://github.com/ColorlibHQ/gentelella;20274;2298;0;7;30;610;0.04918032786885246;161;HTML
veggiemonk/awesome-docker;https://github.com/veggiemonk/awesome-docker;20267;2534;0;1;0;112;0.0;765;None
sampotts/plyr;https://github.com/sampotts/plyr;20267;2388;0;75;637;1119;0.5692582663092046;333;JavaScript
SwiftGGTeam/the-swift-programming-language-in-chinese;https://github.com/SwiftGGTeam/the-swift-programming-language-in-chinese;20259;2644;0;1;14;374;0.0374331550802139;675;CSS
chakra-ui/chakra-ui;https://github.com/chakra-ui/chakra-ui;20259;743;0;1110;93;1943;0.0478641276376737;1425;TypeScript
alibaba/canal;https://github.com/alibaba/canal;20254;3150;0;21;675;2566;0.26305533904910366;346;Java
mbadolato/iTerm2-Color-Schemes;https://github.com/mbadolato/iTerm2-Color-Schemes;20215;3803;0;0;12;64;0.1875;226;Shell
wsargent/docker-cheat-sheet;https://github.com/wsargent/docker-cheat-sheet;20212;2580;0;0;5;22;0.22727272727272727;131;None
dromara/hutool;https://github.com/dromara/hutool;20199;2695;0;98;5;1376;0.003633720930232558;214;Java
react-navigation/react-navigation;https://github.com/react-navigation/react-navigation;20186;1675;0;1055;365;7840;0.046556122448979595;931;TypeScript
romkatv/powerlevel10k;https://github.com/romkatv/powerlevel10k;20168;916;0;27;13;1409;0.009226401703335699;94;Shell
nsqio/nsq;https://github.com/nsqio/nsq;20167;3396;0;30;46;534;0.08614232209737828;640;Go
komeiji-satori/Dress;https://github.com/komeiji-satori/Dress;20164;1295;0;0;98;244;0.4016393442622951;445;Standard ML
tornadoweb/tornado;https://github.com/tornadoweb/tornado;20158;4372;0;0;203;1466;0.13847203274215553;801;Python
eriklindernoren/ML-From-Scratch;https://github.com/eriklindernoren/ML-From-Scratch;20152;1666;0;0;25;36;0.6944444444444444;9;Python
helm/helm;https://github.com/helm/helm;20151;2154;0;144;268;5561;0.04819277108433735;3156;Go
huihut/interview;https://github.com/huihut/interview;20134;1297;0;0;3;37;0.08108108108108109;30;C++
bilibili/flv.js;https://github.com/bilibili/flv.js;20134;1935;0;14;347;284;1.221830985915493;20;JavaScript
stedolan/jq;https://github.com/stedolan/jq;20105;3328;0;9;566;1253;0.45171588188347966;211;C
servo/servo;https://github.com/servo/servo;20045;3489;0;0;3316;8204;0.40419307654802533;14016;None
julycoding/The-Art-Of-Programming-By-July;https://github.com/julycoding/The-Art-Of-Programming-By-July;20013;2815;0;0;47;83;0.5662650602409639;254;C
chenglou/react-motion;https://github.com/chenglou/react-motion;20001;2271;0;4;146;247;0.5910931174089069;144;JavaScript
ReactiveCocoa/ReactiveCocoa;https://github.com/ReactiveCocoa/ReactiveCocoa;19999;3466;2;81;0;2001;0.0;1342;Swift
jlmakes/scrollreveal;https://github.com/jlmakes/scrollreveal;19982;2782;0;0;16;449;0.035634743875278395;32;JavaScript
topjohnwu/Magisk;https://github.com/topjohnwu/Magisk;19980;1816;0;119;51;3391;0.015039811265113535;727;C++
google/python-fire;https://github.com/google/python-fire;19974;1649;0;8;92;142;0.647887323943662;44;Python
google/gson;https://github.com/google/gson;19968;2354;0;1;503;907;0.5545755237045203;229;Java
alibaba/spring-cloud-alibaba;https://github.com/alibaba/spring-cloud-alibaba;19932;1366;0;25;325;1184;0.27449324324324326;485;Java
git-tips/tips;https://github.com/git-tips/tips;19929;2237;0;0;14;17;0.8235294117647058;138;JavaScript
nefe/You-Dont-Need-jQuery;https://github.com/nefe/You-Dont-Need-jQuery;19912;2108;0;1;1;65;0.015384615384615385;162;JavaScript
kilimchoi/engineering-blogs;https://github.com/kilimchoi/engineering-blogs;19911;2268;0;0;4;74;0.05405405405405406;679;Ruby
conwnet/github1s;https://github.com/conwnet/github1s;19889;805;0;17;43;116;0.3706896551724138;175;TypeScript
DesignPatternsPHP/DesignPatternsPHP;https://github.com/DesignPatternsPHP/DesignPatternsPHP;19848;3660;0;0;1;103;0.009708737864077669;246;PHP
facebookarchive/pop;https://github.com/facebookarchive/pop;19846;2708;0;3;45;211;0.2132701421800948;100;Objective-C++
FallibleInc/security-guide-for-developers;https://github.com/FallibleInc/security-guide-for-developers;19834;1908;0;0;8;4;2.0;26;None
react-bootstrap/react-bootstrap;https://github.com/react-bootstrap/react-bootstrap;19832;2801;0;20;116;3005;0.03860232945091514;2321;JavaScript
halfrost/LeetCode-Go;https://github.com/halfrost/LeetCode-Go;19822;1503;0;4;6;43;0.13953488372093023;105;Go
BradLarson/GPUImage;https://github.com/BradLarson/GPUImage;19808;3485;0;3;904;1304;0.6932515337423313;241;Objective-C
futurice/android-best-practices;https://github.com/futurice/android-best-practices;19805;2588;0;0;22;61;0.36065573770491804;80;None
petkaantonov/bluebird;https://github.com/petkaantonov/bluebird;19754;2912;0;123;65;1070;0.06074766355140187;289;JavaScript
postcss/autoprefixer;https://github.com/postcss/autoprefixer;19732;3090;0;171;31;1060;0.029245283018867925;259;JavaScript
apache/kafka;https://github.com/apache/kafka;19729;3666;0;0;0;0;None;4789;Java
beurtschipper/Depix;https://github.com/beurtschipper/Depix;19723;266;0;0;0;0;None;11;Python
enzymejs/enzyme;https://github.com/enzymejs/enzyme;19675;2118;0;0;253;1482;0.17071524966261808;645;JavaScript
ipfs/ipfs;https://github.com/ipfs/ipfs;19674;2756;0;0;2;203;0.009852216748768473;124;None
Reactive-Extensions/RxJS;https://github.com/Reactive-Extensions/RxJS;19660;3522;0;34;231;643;0.359253499222395;520;JavaScript
apache/incubator-mxnet;https://github.com/apache/incubator-mxnet;19622;2313;0;28;1718;7667;0.22407721403417244;8486;C++
keon/algorithms;https://github.com/keon/algorithms;19612;1745;0;1;48;92;0.5217391304347826;399;Python
halo-dev/halo;https://github.com/halo-dev/halo;19589;1257;0;72;71;859;0.08265424912689173;349;Java
facebook/folly;https://github.com/facebook/folly;19580;3375;0;50;269;578;0.46539792387543255;4;C++
SamyPesse/How-to-Make-a-Computer-Operating-System;https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System;19532;2830;0;1;44;27;1.6296296296296295;42;C
ruanyf/es6tutorial;https://github.com/ruanyf/es6tutorial;19511;2688;0;0;0;518;0.0;346;JavaScript
ReactiveX/RxAndroid;https://github.com/ReactiveX/RxAndroid;19487;2567;0;18;1;340;0.0029411764705882353;171;Java
railsware/upterm;https://github.com/railsware/upterm;19472;2352;1;187;219;533;0.41088180112570355;293;TypeScript
fabricjs/fabric.js;https://github.com/fabricjs/fabric.js;19455;4098;0;112;232;4933;0.04703020474356375;1503;JavaScript
tipsy/profile-summary-for-github;https://github.com/tipsy/profile-summary-for-github;19442;1358;0;0;12;57;0.21052631578947367;20;Vue
wangzheng0822/algo;https://github.com/wangzheng0822/algo;19441;1070;0;0;95;21;4.523809523809524;321;Python
rwaldron/idiomatic.js;https://github.com/rwaldron/idiomatic.js;18661;3749;0;0;29;48;0.6041666666666666;114;None
jorgebucaran/hyperapp;https://github.com/jorgebucaran/hyperapp;18645;1682;0;26;3;564;0.005319148936170213;270;JavaScript
ftlabs/fastclick;https://github.com/ftlabs/fastclick;18626;3485;0;3;211;181;1.1657458563535912;67;HTML
StevenBlack/hosts;https://github.com/StevenBlack/hosts;18581;3425;0;355;33;1194;0.02763819095477387;344;Python
judasn/IntelliJ-IDEA-Tutorial;https://github.com/judasn/IntelliJ-IDEA-Tutorial;18571;2204;0;0;0;74;0.0;39;None
verekia/js-stack-from-scratch;https://github.com/verekia/js-stack-from-scratch;18564;1792;0;1;39;118;0.3305084745762712;55;JavaScript
vercel/swr;https://github.com/vercel/swr;18563;670;0;50;45;406;0.11083743842364532;389;TypeScript
sirupsen/logrus;https://github.com/sirupsen/logrus;18544;2873;0;13;63;520;0.12115384615384615;387;Go
gfwlist/gfwlist;https://github.com/gfwlist/gfwlist;18538;2361;0;0;362;1729;0.20936957779063042;0;None
dotnet-architecture/eShopOnContainers;https://github.com/dotnet-architecture/eShopOnContainers;18532;1788;0;9;25;1031;0.02424830261881668;426;C#
davideuler/architecture.of.internet-product;https://github.com/davideuler/architecture.of.internet-product;18518;1217;0;0;8;3;2.6666666666666665;1;None
Prinzhorn/skrollr;https://github.com/Prinzhorn/skrollr;18506;3451;0;0;243;533;0.45590994371482174;35;HTML
google/web-starter-kit;https://github.com/google/web-starter-kit;18504;2701;0;14;48;535;0.08971962616822429;234;HTML
Homebrew/homebrew-cask;https://github.com/Homebrew/homebrew-cask;18470;3464;0;81;19;5887;0.003227450314251741;89061;Ruby
tobiasahlin/SpinKit;https://github.com/tobiasahlin/SpinKit;18435;2816;0;9;5;53;0.09433962264150944;51;CSS
Popmotion/popmotion;https://github.com/Popmotion/popmotion;18412;2569;2;0;24;545;0.044036697247706424;292;JavaScript
notable/notable;https://github.com/notable/notable;18399;981;0;20;558;866;0.6443418013856813;25;TypeScript
docsifyjs/docsify;https://github.com/docsifyjs/docsify;18388;1743;0;11;128;859;0.1490104772991851;447;JavaScript
benweet/stackedit;https://github.com/benweet/stackedit;18383;3080;0;13;621;990;0.6272727272727273;35;JavaScript
ruby/ruby;https://github.com/ruby/ruby;18379;4201;0;0;0;0;None;1719;Ruby
TeamStuQ/skill-map;https://github.com/TeamStuQ/skill-map;18374;2112;0;2;67;16;4.1875;42;HTML
dhg/Skeleton;https://github.com/dhg/Skeleton;18373;3773;0;6;74;124;0.5967741935483871;25;CSS
starship/starship;https://github.com/starship/starship;18348;880;0;94;233;851;0.27379553466509987;1418;Rust
vuejs/vue-router;https://github.com/vuejs/vue-router;18330;2817;0;82;65;2621;0.02479969477298741;583;JavaScript
drduh/macOS-Security-and-Privacy-Guide;https://github.com/drduh/macOS-Security-and-Privacy-Guide;18327;2190;0;0;10;218;0.045871559633027525;133;Python
zsh-users/zsh-autosuggestions;https://github.com/zsh-users/zsh-autosuggestions;18325;2864;0;0;70;386;0.18134715025906736;104;Shell
homebridge/homebridge;https://github.com/homebridge/homebridge;18318;2463;0;23;13;2589;0.005021243723445346;284;TypeScript
trekhleb/homemade-machine-learning;https://github.com/trekhleb/homemade-machine-learning;18236;1032;0;0;12;9;1.3333333333333333;2;Jupyter Notebook
Awesome-HarmonyOS/HarmonyOS;https://github.com/Awesome-HarmonyOS/HarmonyOS;18218;751;1;0;0;0;None;15;C
iamadamdev/bypass-paywalls-chrome;https://github.com/iamadamdev/bypass-paywalls-chrome;18208;1239;0;31;2;983;0.002034587995930824;123;JavaScript
ruanyf/jstraining;https://github.com/ruanyf/jstraining;18199;1767;0;0;0;41;0.0;17;None
viraptor/reverse-interview;https://github.com/viraptor/reverse-interview;18197;721;0;0;7;14;0.5;51;None
ehang-io/nps;https://github.com/ehang-io/nps;18193;1029;0;59;155;620;0.25;71;Go
dwmkerr/hacker-laws;https://github.com/dwmkerr/hacker-laws;18190;1312;0;1;109;61;1.7868852459016393;149;Shell
osquery/osquery;https://github.com/osquery/osquery;18184;2587;0;111;467;2334;0.20008568980291344;3765;C++
rust-lang/rustlings;https://github.com/rust-lang/rustlings;18183;2175;0;23;57;255;0.2235294117647059;390;Rust
v8/v8;https://github.com/v8/v8;18183;2531;0;0;0;0;None;0;C++
google/ExoPlayer;https://github.com/google/ExoPlayer;18178;2633;0;13;523;7766;0.0673448364666495;501;Java
jesseduffield/lazydocker;https://github.com/jesseduffield/lazydocker;18170;834;0;28;88;76;1.1578947368421053;88;Go
bcit-ci/CodeIgniter;https://github.com/bcit-ci/CodeIgniter;18166;3663;0;0;62;3114;0.01991008349389852;1276;PHP
alpinejs/alpine;https://github.com/alpinejs/alpine;18164;640;0;79;0;530;0.0;332;HTML
OWASP/CheatSheetSeries;https://github.com/OWASP/CheatSheetSeries;18154;982;0;0;28;198;0.1414141414141414;438;Python
reduxjs/reselect;https://github.com/reduxjs/reselect;18152;2251;0;22;32;298;0.10738255033557047;98;JavaScript
leereilly/games;https://github.com/leereilly/games;18152;3523;0;0;150;77;1.948051948051948;192;None
tsenart/vegeta;https://github.com/tsenart/vegeta;18151;2938;0;63;68;299;0.22742474916387959;130;Go
electron-react-boilerplate/electron-react-boilerplate;https://github.com/electron-react-boilerplate/electron-react-boilerplate;18128;2295;0;51;39;1427;0.027330063069376315;722;JavaScript
validatorjs/validator.js;https://github.com/validatorjs/validator.js;18113;3980;0;8;110;728;0.1510989010989011;554;JavaScript
youzan/vant;https://github.com/youzan/vant;18089;1593;0;116;18;5607;0.0032102728731942215;3499;TypeScript
palantir/blueprint;https://github.com/palantir/blueprint;18088;1768;0;110;588;1908;0.3081761006289308;1964;TypeScript
square/picasso;https://github.com/square/picasso;18087;3029;0;7;191;1344;0.14211309523809523;474;Java
numpy/numpy;https://github.com/numpy/numpy;18086;4002;0;71;2094;7752;0.27012383900928794;7882;Python
jcjohnson/neural-style;https://github.com/jcjohnson/neural-style;18054;2189;2;0;293;144;2.0347222222222223;16;Lua
libuv/libuv;https://github.com/libuv/libuv;18042;2829;0;1;90;1263;0.07125890736342043;526;C
nikitavoloboev/my-mac-os;https://github.com/nikitavoloboev/my-mac-os;17998;2004;0;0;2;71;0.028169014084507043;16;None
mozilla/DeepSpeech;https://github.com/mozilla/DeepSpeech;17993;1914;0;105;103;1919;0.053673788431474724;1337;C++
SnapKit/Masonry;https://github.com/SnapKit/Masonry;17988;2960;0;1;122;332;0.3674698795180723;75;Objective-C
datawhalechina/pumpkin-book;https://github.com/datawhalechina/pumpkin-book;17920;981;0;4;17;46;0.3695652173913043;43;None
graphql/graphql-js;https://github.com/graphql/graphql-js;17907;2252;0;120;131;822;0.15936739659367397;1913;TypeScript
dotnet/corefx;https://github.com/dotnet/corefx;17902;2487;0;100;0;0;None;21835;None
ruanyf/weekly;https://github.com/ruanyf/weekly;17898;1051;0;0;1474;360;4.094444444444444;43;None
popperjs/popper-core;https://github.com/popperjs/popper-core;17884;1979;0;143;18;705;0.02553191489361702;430;JavaScript
didi/DoraemonKit;https://github.com/didi/DoraemonKit;17858;1111;0;4;116;445;0.2606741573033708;271;Java
sebastianbergmann/phpunit;https://github.com/sebastianbergmann/phpunit;17828;4266;0;0;122;2870;0.04250871080139373;744;PHP
celery/celery;https://github.com/celery/celery;17821;4510;0;23;470;4058;0.11582060128141942;1567;Python
SnapKit/SnapKit;https://github.com/SnapKit/SnapKit;17791;2641;0;11;75;449;0.16703786191536749;118;Swift
envoyproxy/envoy;https://github.com/envoyproxy/envoy;17775;1847;0;65;1034;5064;0.20418641390205372;9728;C++
jenkinsci/jenkins;https://github.com/jenkinsci/jenkins;17767;3932;0;122;0;0;None;4127;Java
facebookresearch/detectron2;https://github.com/facebookresearch/detectron2;17763;723;0;9;104;2493;0.041716807059767345;0;Python
PKUanonym/REKCARC-TSC-UHT;https://github.com/PKUanonym/REKCARC-TSC-UHT;17739;877;0;0;8;14;0.5714285714285714;80;HTML
alibaba/weex;https://github.com/alibaba/weex;17706;1997;0;7;27;1855;0.014555256064690027;1087;C++
DrKLO/Telegram;https://github.com/DrKLO/Telegram;17699;2865;0;68;0;0;None;19;Java
winstonjs/winston;https://github.com/winstonjs/winston;17698;3895;0;4;359;897;0.40022296544035674;361;JavaScript
meilisearch/MeiliSearch;https://github.com/meilisearch/MeiliSearch;17696;1224;0;54;49;635;0.07716535433070866;583;Rust
supabase/supabase;https://github.com/supabase/supabase;17688;687;0;14;136;409;0.33251833740831294;585;TypeScript
microsoft/cascadia-code;https://github.com/microsoft/cascadia-code;17680;780;0;14;62;403;0.15384615384615385;67;Python
michalsnik/aos;https://github.com/michalsnik/aos;17663;2243;0;0;242;341;0.7096774193548387;38;JavaScript
marmelab/react-admin;https://github.com/marmelab/react-admin;17659;1873;0;201;122;3100;0.03935483870967742;2734;TypeScript
k3s-io/k3s;https://github.com/k3s-io/k3s;17658;1186;0;260;471;1974;0.23860182370820668;1159;Go
nostalgic-css/NES.css;https://github.com/nostalgic-css/NES.css;17658;1070;0;7;32;138;0.2318840579710145;222;SCSS
ChristosChristofidis/awesome-deep-learning;https://github.com/ChristosChristofidis/awesome-deep-learning;17598;2430;0;0;3;14;0.21428571428571427;143;None
coolsnowwolf/lede;https://github.com/coolsnowwolf/lede;17596;1453;0;1;115;5423;0.021205974552830537;1041;C
apache/skywalking;https://github.com/apache/skywalking;17586;2122;0;46;72;3763;0.019133669944193462;3186;Java
wenyan-lang/wenyan;https://github.com/wenyan-lang/wenyan;17573;629;0;13;166;300;0.5533333333333333;166;TypeScript
zyedidia/micro;https://github.com/zyedidia/micro;17561;1997;0;32;472;1096;0.4306569343065693;486;Go
sideway/joi;https://github.com/sideway/joi;17556;3269;0;0;86;1981;0.04341241797072186;393;JavaScript
PostgREST/postgrest;https://github.com/PostgREST/postgrest;17502;2634;0;29;133;979;0.13585291113381;620;Haskell
microsoft/api-guidelines;https://github.com/microsoft/api-guidelines;17491;1873;0;0;52;62;0.8387096774193549;96;None
eligrey/FileSaver.js;https://github.com/eligrey/FileSaver.js;17485;3698;0;14;117;457;0.25601750547045954;65;JavaScript
adobe-fonts/source-code-pro;https://github.com/adobe-fonts/source-code-pro;17477;3306;0;13;53;158;0.33544303797468356;47;CSS
rancher/rancher;https://github.com/rancher/rancher;17470;2486;0;737;2162;24763;0.08730767677583491;6313;Go
Kong/insomnia;https://github.com/Kong/insomnia;17463;1954;0;168;510;1919;0.2657634184471079;1032;JavaScript
wekan/wekan;https://github.com/wekan/wekan;17449;2777;1;259;641;2185;0.2933638443935927;746;JavaScript
BoostIO/BoostNote-Legacy;https://github.com/BoostIO/BoostNote-Legacy;17446;2002;0;15;442;1899;0.23275408109531331;1073;JavaScript
microsoft/ML-For-Beginners;https://github.com/microsoft/ML-For-Beginners;17371;179;0;0;11;71;0.15492957746478872;163;Jupyter Notebook
forem/forem;https://github.com/forem/forem;17341;1749;0;0;413;3572;0.11562150055991041;9148;Ruby
npm/npm;https://github.com/npm/npm;17309;4352;1;261;2166;16502;0.13125681735547207;439;None
eggjs/egg;https://github.com/eggjs/egg;17298;1898;0;83;186;3451;0.05389742103738047;964;JavaScript
deezer/spleeter;https://github.com/deezer/spleeter;17298;703;0;1;88;481;0.18295218295218296;41;Python
fish-shell/fish-shell;https://github.com/fish-shell/fish-shell;17294;3398;0;33;428;5434;0.07876334192123666;1204;Shell
n8n-io/n8n;https://github.com/n8n-io/n8n;17279;799;0;0;30;388;0.07731958762886598;1050;TypeScript
libuv/libuv;https://github.com/libuv/libuv;18042;2829;0;1;90;1263;0.07125890736342043;526;C
nikitavoloboev/my-mac-os;https://github.com/nikitavoloboev/my-mac-os;17998;2004;0;0;2;71;0.028169014084507043;16;None
mozilla/DeepSpeech;https://github.com/mozilla/DeepSpeech;17993;1914;0;105;103;1919;0.053673788431474724;1337;C++
SnapKit/Masonry;https://github.com/SnapKit/Masonry;17988;2960;0;1;122;332;0.3674698795180723;75;Objective-C
datawhalechina/pumpkin-book;https://github.com/datawhalechina/pumpkin-book;17920;981;0;4;17;46;0.3695652173913043;43;None
graphql/graphql-js;https://github.com/graphql/graphql-js;17907;2252;0;120;131;822;0.15936739659367397;1913;TypeScript
dotnet/corefx;https://github.com/dotnet/corefx;17902;2487;0;100;0;0;None;21835;None
ruanyf/weekly;https://github.com/ruanyf/weekly;17898;1051;0;0;1474;360;4.094444444444444;43;None
Baseflow/PhotoView;https://github.com/Baseflow/PhotoView;17895;3330;0;5;171;475;0.36;54;Java
popperjs/popper-core;https://github.com/popperjs/popper-core;17884;1979;0;143;18;705;0.02553191489361702;430;JavaScript
didi/DoraemonKit;https://github.com/didi/DoraemonKit;17858;1111;0;4;116;445;0.2606741573033708;271;Java
sebastianbergmann/phpunit;https://github.com/sebastianbergmann/phpunit;17828;4266;0;0;122;2870;0.04250871080139373;744;PHP
celery/celery;https://github.com/celery/celery;17821;4510;0;23;470;4058;0.11582060128141942;1567;Python
SnapKit/SnapKit;https://github.com/SnapKit/SnapKit;17791;2641;0;11;75;449;0.16703786191536749;118;Swift
envoyproxy/envoy;https://github.com/envoyproxy/envoy;17775;1847;0;65;1034;5064;0.20418641390205372;9728;C++
jenkinsci/jenkins;https://github.com/jenkinsci/jenkins;17767;3932;0;122;0;0;None;4127;Java
facebookresearch/detectron2;https://github.com/facebookresearch/detectron2;17763;723;0;9;104;2493;0.041716807059767345;0;Python
PKUanonym/REKCARC-TSC-UHT;https://github.com/PKUanonym/REKCARC-TSC-UHT;17739;877;0;0;8;14;0.5714285714285714;80;HTML
alibaba/weex;https://github.com/alibaba/weex;17706;1997;0;7;27;1855;0.014555256064690027;1087;C++
DrKLO/Telegram;https://github.com/DrKLO/Telegram;17699;2865;0;68;0;0;None;19;Java
winstonjs/winston;https://github.com/winstonjs/winston;17698;3895;0;4;359;897;0.40022296544035674;361;JavaScript
meilisearch/MeiliSearch;https://github.com/meilisearch/MeiliSearch;17696;1224;0;54;49;635;0.07716535433070866;583;Rust
supabase/supabase;https://github.com/supabase/supabase;17688;687;0;14;136;409;0.33251833740831294;585;TypeScript
microsoft/cascadia-code;https://github.com/microsoft/cascadia-code;17680;780;0;14;62;403;0.15384615384615385;67;Python
michalsnik/aos;https://github.com/michalsnik/aos;17663;2243;0;0;242;341;0.7096774193548387;38;JavaScript
marmelab/react-admin;https://github.com/marmelab/react-admin;17659;1873;0;201;122;3100;0.03935483870967742;2734;TypeScript
k3s-io/k3s;https://github.com/k3s-io/k3s;17658;1186;0;260;471;1974;0.23860182370820668;1159;Go
nostalgic-css/NES.css;https://github.com/nostalgic-css/NES.css;17658;1070;0;7;32;138;0.2318840579710145;222;SCSS
ChristosChristofidis/awesome-deep-learning;https://github.com/ChristosChristofidis/awesome-deep-learning;17598;2430;0;0;3;14;0.21428571428571427;143;None
coolsnowwolf/lede;https://github.com/coolsnowwolf/lede;17596;1453;0;1;115;5423;0.021205974552830537;1041;C
apache/skywalking;https://github.com/apache/skywalking;17586;2122;0;46;72;3763;0.019133669944193462;3186;Java
wenyan-lang/wenyan;https://github.com/wenyan-lang/wenyan;17573;629;0;13;166;300;0.5533333333333333;166;TypeScript
zyedidia/micro;https://github.com/zyedidia/micro;17561;1997;0;32;472;1096;0.4306569343065693;486;Go
sideway/joi;https://github.com/sideway/joi;17556;3269;0;0;86;1981;0.04341241797072186;393;JavaScript
airyland/vux;https://github.com/airyland/vux;17509;2022;0;79;453;2836;0.15973201692524683;325;Vue
PostgREST/postgrest;https://github.com/PostgREST/postgrest;17502;2634;0;29;133;979;0.13585291113381;620;Haskell
microsoft/api-guidelines;https://github.com/microsoft/api-guidelines;17491;1873;0;0;52;62;0.8387096774193549;96;None
eligrey/FileSaver.js;https://github.com/eligrey/FileSaver.js;17485;3698;0;14;117;457;0.25601750547045954;65;JavaScript
adobe-fonts/source-code-pro;https://github.com/adobe-fonts/source-code-pro;17477;3306;0;13;53;158;0.33544303797468356;47;CSS
rancher/rancher;https://github.com/rancher/rancher;17470;2486;0;737;2162;24763;0.08730767677583491;6313;Go
Kong/insomnia;https://github.com/Kong/insomnia;17463;1954;0;168;510;1919;0.2657634184471079;1032;JavaScript
wekan/wekan;https://github.com/wekan/wekan;17449;2777;1;259;641;2185;0.2933638443935927;746;JavaScript
BoostIO/BoostNote-Legacy;https://github.com/BoostIO/BoostNote-Legacy;17446;2002;0;15;442;1899;0.23275408109531331;1073;JavaScript
microsoft/ML-For-Beginners;https://github.com/microsoft/ML-For-Beginners;17371;179;0;0;11;71;0.15492957746478872;163;Jupyter Notebook
forem/forem;https://github.com/forem/forem;17341;1749;0;0;413;3572;0.11562150055991041;9148;Ruby
npm/npm;https://github.com/npm/npm;17309;4352;1;261;2166;16502;0.13125681735547207;439;None
eggjs/egg;https://github.com/eggjs/egg;17298;1898;0;83;186;3451;0.05389742103738047;964;JavaScript
deezer/spleeter;https://github.com/deezer/spleeter;17298;703;0;1;88;481;0.18295218295218296;41;Python
